locus	length
NC_006389	33303
NZ_CP009934	95352
NZ_CP010153	114159
NZ_CP017412	35937
NZ_CP013139	906103
NZ_AP014566	132611
NZ_CP018575	7061
NZ_CP005723	20262
NC_016750	12728
NZ_CP004261	1412
NC_017397	30697
NZ_CP010360	141402
NZ_CP006990	729172
NC_025108	8731
NC_019265	78357
NC_021842	37679
NC_007765	505334
NC_019972	285109
NC_021209	108938
NZ_CP015712	4363
NC_018582	89480
NC_004957	4234
NC_020227	17515
NZ_CP018113	62157
NC_025106	87619
NZ_CP019125	54411
NZ_CP012499	223952
NZ_CP013250	101545
NC_000906	8506
NZ_CP009115	118061
NZ_CP014422	27068
NC_010870	269674
NC_005923	6464
NC_012521	244997
NZ_CP019577	82596
NC_011136	2066
NC_019238	5637
NZ_FO082821	322264
NZ_CP012256	53383
NZ_CP010130	93062
NC_011880	196837
NC_018501	168999
NC_011250	40353
NZ_CP016547	86371
NZ_CP019641	329482
NC_018662	75573
NZ_CP011333	16948
NZ_CP012501	242187
NC_010883	6750
NZ_CP012861	631941
NC_024970	241077
NZ_CP009763	1936579
NC_016036	61093
NZ_CP016890	543504
NZ_CP018448	90685
NZ_CP004182	3101
NG_047859	1628
NZ_CP013488	95866
NG_051497	620
NC_024965	18815
NZ_CP009784	96921
NZ_CP018232	278328
NC_009956	152970
NZ_CP011993	13841
NG_048849	1152
NZ_CP019447	96883
NG_050185	861
NG_049057	1140
NZ_CP017764	64604
NC_012497	17941
NZ_CP019631	407152
NC_010509	47003
NC_005000	24873
NZ_CP019180	74560
NZ_CP014797	225797
NC_023283	436858
NC_004962	1410
NG_047335	998
NC_010428	3124
NZ_CP018764	13522
NZ_CP013157	12459
NG_048156	1302
NC_014310	2085000
NC_021660	54605
NC_014123	4371
NZ_CP005869	2150
NZ_CP016480	25572
NZ_CP017653	70884
NZ_CP007162	12068
NC_012173	30185
NZ_CP014878	31925
NZ_CP018856	73024
NZ_CP004253	7328
NZ_CP014668	101201
NC_011351	37452
NZ_CP004175	2183
NZ_CP010780	112157
NZ_CP014676	102455
NC_023917	54535
NZ_CP011630	49200
NZ_CP014602	57457
NZ_CP015590	10789
NC_011226	15049
NC_025174	4753
NZ_CP016626	95598
NZ_CP016078	59408
NC_012674	83042
NC_019895	32131
NZ_CP017756	176879
NC_013744	698495
NZ_CP015216	20853
NZ_CP019025	6647
NG_050355	801
NZ_CP004317	13399
NC_006391	39521
NC_023322	45826
NC_010332	40457
NZ_CP019316	60538
NC_010893	44215
NC_002111	3966
NC_011798	2396
NC_011350	94644
NZ_CP014312	49551
NC_003267	101965
NC_002175	1995
NC_019387	271713
NC_013091	3936
NC_017076	94348
NZ_CP008818	106739
NC_019310	65150
NC_006855	49558
NC_014131	21055
NZ_LN997845	76089
NC_019214	4237
NZ_CP011521	34979
NZ_CP016505	2096
NC_017193	1989
NC_020292	136188
NC_020556	4158
NZ_CP019671	17257
NC_013362	63365
NZ_CP012510	51575
NZ_CP014885	52539
NC_014113	24372
NZ_CP017017	11199
NZ_CP004879	7635
NC_011245	28343
NZ_CP014011	228907
NZ_CP010379	43621
NZ_CP016209	2537
NZ_CP009064	24282
NZ_CP014631	41809
NZ_CP016276	9612
NC_010507	21022
NZ_CP011583	85187
NC_004719	94287
NZ_CP013228	45868
NC_024975	101321
NZ_CP019013	109057
NZ_CP014911	11167
NC_010331	3936
NZ_CP007728	15096
NZ_CP015957	48354
NZ_CP004220	15339
NZ_CP010225	11321
NZ_CP014177	181677
NC_012415	3774
NG_047979	1424
NZ_CP009689	9935
NC_019004	30286
NC_002122	93399
NZ_CP017268	15225
NZ_CP017564	91042
NZ_CP011513	213282
NC_007927	20252
NG_047726	689
NZ_CP017851	92232
NC_010683	80934
NC_021520	6464
NC_019277	5435
NC_012253	60942
NZ_CP016297	74090
NZ_CP011417	293826
NZ_CP013769	153216
NZ_CP013581	349796
NC_011077	101461
NC_007791	4439
NC_018886	8513
NZ_CP011152	591110
NZ_CP013593	501077
NC_003158	16341
NZ_CP016831	29232
NZ_CP008988	64920
NZ_CP011981	130552
NC_014478	8187
NC_019151	9803
NZ_CP017408	43225
NZ_CP009696	181920
NZ_CP015977	33304
NZ_CP004241	9748
NC_019961	4946
NC_007488	114179
NZ_LT222317	61794
NG_050467	657
NZ_CP016487	18454
NZ_CP017135	23229
NZ_CP015390	39432
NC_019331	98081
NC_017394	60739
NZ_CP004189	8912
NZ_CP013491	315154
NZ_CP016832	20831
NZ_FO082822	15430
NZ_CP009348	349602
NC_013792	285222
NZ_CP012655	56046
NC_025183	64935
NG_050281	861
NC_017417	20672
NC_012972	9816
NC_009619	30429
NG_052379	731
NG_048088	1040
NZ_CP005689	2220
NG_048372	1169
NC_010408	94791
NZ_CP012417	31951
NC_014557	16543
NC_006128	27108
NT_187145	5362
NZ_CP018855	211337
NC_019050	3325
NZ_CP013223	3371
NZ_CP009870	23255
NZ_CP012182	874997
NZ_CP011628	16069
NZ_CP011354	8511
NC_021087	25855
NZ_CP015353	120510
NZ_CP017192	38116
NC_020378	9671
NG_047471	1046
NG_047368	1037
NC_021289	1275199
NZ_CP011139	5164
NZ_CP019570	3843
NZ_CP018081	348874
NC_019252	4967
NC_005014	120826
NC_001597	4993
NC_012245	27241
NC_006426	3463
NZ_CP010956	227503
NZ_LN831303	349522
NZ_CP017709	9474
NZ_CP012534	40963
NC_015695	38784
NZ_CP005876	9637
NZ_CP010155	39406
NZ_CP013598	433134
NC_017724	94797
NZ_CP013154	22925
NC_022354	46902
NC_010629	26419
NZ_CP006684	177673
NC_014110	12205
NG_048100	1040
NC_010420	62830
NC_012124	55414
NZ_CP015755	109349
NC_007387	12989
NC_009467	203589
NC_014723	172525
NC_011974	26522
NC_013717	54449
NC_011513	3805
NC_021187	12474
NC_025180	89513
NC_019975	12939
NC_010188	5619
NZ_CP009999	317336
NG_048175	1376
NC_012243	18209
NC_010374	20019
NC_006362	184026
NC_010872	15143
NG_048263	2120
NZ_CP007723	16810
NZ_CP005821	1366
NZ_CP014310	601076
NZ_CP003712	37061
NZ_AP014827	10375
NC_006462	256992
NZ_CP015440	65295
NC_012174	26776
NZ_CP014084	19509
NC_007713	83306
NZ_CP015170	117661
NC_007678	35505
NG_048858	1146
NZ_CP007658	43396
NZ_CP016309	127447
NG_047378	994
NZ_CP015856	115432
NC_000950	30299
NG_048194	1403
NC_005088	67066
NC_018997	7930
NZ_CP005877	2069
NZ_CP006640	34692
NC_003131	70305
NC_019056	9902
NZ_CP017023	60533
NZ_CP019131	6844
NC_002518	2534
NZ_CP015439	258230
NC_005003	6585
NZ_CP007615	293574
NC_013322	27435
NZ_CP017134	20029
NZ_CP010233	136060
NC_011724	26514
NZ_CP015703	3689
NC_015053	4895
NC_002497	4807
NZ_CP011986	113639
NC_012148	30026
NC_012222	14442
NZ_CP004407	9253
NC_005814	21742
NZ_CP011588	58427
NC_011722	30467
NC_016979	5247
NC_009139	158038
NG_050081	870
NC_011731	30330
NC_011796	7635
NZ_CP008708	8731
NZ_CP015063	648231
NC_009516	13956
NC_009477	30429
NC_021229	165137
NC_021869	4773
NC_025179	153231
NZ_CP005729	1054
NZ_CP007808	7095
NC_005328	19167
NC_012089	3932
NC_006129	55560
NZ_CP018961	289903
NC_017558	35008
NZ_CP017424	65137
NZ_AP017311	92964
NZ_CP005767	10671
NC_011650	26535
NZ_CP013265	229716
NC_006825	6611
NG_047373	962
NC_019072	69812
NC_014208	54641
NZ_CP007164	4494
NC_025195	1406
NZ_CP011610	135117
NC_018988	20978
NC_006571	36955
NZ_CP018832	259837
NZ_CP015123	56285
NZ_CP007036	113739
NG_049311	1275
NC_014476	112670
NZ_AP013064	41517
NC_020421	5701
NZ_CP015394	154343
NZ_CP009592	190860
NZ_CP011315	4831
NZ_CP004279	5145
NZ_CP012734	63412
NG_050503	660
NC_020552	54038
NZ_CP012566	127690
NZ_CP017449	162484
NZ_LN554850	7177
NZ_CP016451	258555
NG_048137	1388
NZ_CP013602	162302
NZ_CP013519	435821
NZ_CP018996	4073
NZ_CP014853	345196
NZ_CP013060	46634
NC_024974	43265
NC_019180	5646
NC_021828	57557
NZ_CP006727	54986
NZ_CP014319	5631
NC_013452	4440
NC_004534	6758
NZ_CP016623	83925
NZ_CP014772	6647
NC_012780	626744
NZ_CP010581	68444
NC_014565	19899
NZ_CP010214	146496
NC_012172	29630
NC_012627	7502
NZ_CP018288	1795
NC_030935	17727
NG_047871	1415
NZ_CP019134	716
NC_012809	37858
NG_048176	1391
NC_006827	67673
NC_020270	62196
NC_016793	3869
NC_012631	7502
NZ_CP013257	5666
NC_014030	61373
NZ_CP015072	65196
NG_048848	1146
NZ_CP015320	17414
NC_019045	165974
NZ_CP009993	35044
NC_017557	24837
NT_187158	6448
NC_019149	4809
NC_019316	5850
NZ_CP011633	150318
NC_004937	8713
NC_003101	8278
NC_012002	4061
NZ_CP015097	56541
NC_015057	475658
NZ_CP007144	299298
NC_012516	27704
NZ_CP013736	27987
NZ_CP018944	27133
NZ_CP017182	47221
NC_019329	10588
NZ_CP015744	128968
NC_020123	83698
NZ_LN831037	6578
NC_021511	2687
NC_008771	31194
NZ_CP014685	14635
NC_015475	69704
NG_050492	681
NZ_CP013506	80368
NG_047217	1676
NC_014617	4892
NZ_CP011523	99537
NC_001425	11046
NC_005704	3377
NC_009705	153140
NZ_CP013635	667630
NC_015257	23071
NG_048171	1409
NZ_CP011598	43621
NT_187156	10134
NC_012228	25799
NC_021170	31136
NC_019103	2750
NZ_CP012874	45949
NZ_CP006801	70814
NC_024958	76724
NC_019241	6309
NZ_CP010205	3258
NZ_CP017078	354886
NZ_CP018271	10696
NC_011848	29694
NG_047567	781
NZ_CP005816	1516
NZ_CP011248	544752
NC_013343	43892
NC_018967	30127
NC_013357	40818
NZ_CP011601	295619
NZ_AP014871	11769
NC_016852	8979
NC_009353	35803
NC_015959	23659
NC_018743	58952
NC_020306	24012
NC_010621	14173
NC_007430	7510
NZ_CP017280	95331
NZ_CP007124	55121
NG_047597	842
NZ_CP005736	970
NZ_CP013454	128579
NC_021230	6962
NZ_CP004277	1338
NC_008441	15397
NC_004758	7245
NC_012195	29782
NC_019078	6952
NG_048205	1549
NZ_CP003996	2459
NZ_CP014404	25980
NZ_CP018198	36690
NC_003099	3948
NC_015561	106784
NZ_CP010870	184737
NC_007769	2841
NZ_CP005862	1720
NZ_CP005814	1696
NC_018489	14056
NZ_CP019513	66602
NC_012235	28038
NC_009927	356087
NC_013536	2272
NZ_CP014418	3567
NZ_CP011589	59138
NZ_CP012169	210894
NZ_CP013755	83144
NC_019065	135803
NC_007093	8696
NC_013748	71062
NC_020393	107431
NC_025027	33795
NZ_CP004297	2036
NZ_CP015746	112708
NZ_CP012748	2555069
NZ_CP018993	116562
NC_001735	53423
NC_017589	1959334
NG_049248	882
NZ_CP016642	21705
NZ_CP014058	27919
NC_017588	265886
NZ_CP007186	3324
NG_051938	1025
NC_012003	2968
NZ_CP010074	36604
NZ_AP012546	1326
NG_048990	905
NZ_CP016284	58936
NC_003227	27856
NZ_CP015517	73574
NC_019740	92471
NZ_CP008999	33703
NC_019220	13482
NZ_CP008811	38272
NC_013193	167595
NZ_CP010212	5282
NZ_CP014801	102837
NZ_CP010057	131151
NC_008243	131247
NZ_CP013543	356390
NZ_CP014533	17254
NZ_CP005703	4693
NC_022536	584965
NZ_CP012191	31497
NZ_CP005764	13919
NZ_CP005762	14909
NC_004988	16933
NZ_CP019137	214
NC_002142	68817
NZ_CP011585	1919
NC_006663	27310
NZ_CP004351	2461
NZ_LT667502	2904
NZ_CP010579	92619
NC_019210	1646
NC_010403	2726
NC_011364	65029
NC_019376	37317
NZ_CP019309	184542
NZ_CP007792	96094
NC_015658	436718
NZ_CP010364	4938
NZ_CP013339	152010
NC_019199	8964
NC_016021	76071
NC_018688	319710
NC_013551	13332
NZ_CP005875	1145
NC_010894	3592
NC_012249	21082
NC_023146	220701
NC_009377	71507
NC_019185	5142
NZ_CP018990	150994
NC_011668	65448
NG_047233	665
NZ_CP012281	14075
NC_025184	110786
NZ_CP004172	714
NG_048557	1769
NC_011355	190588
NC_025026	5569
NG_047339	1046
NZ_CP015383	182846
NC_012132	26217
NZ_CP005754	23450
NC_021978	6548
NZ_CP015327	56750
NC_017202	127885
NZ_CP016875	68146
NZ_CP018244	92522
NZ_CP004300	29801
NC_009425	157749
NC_020884	11363
NZ_CP014897	11987
NC_008378	870021
NC_023898	170613
NC_017257	7784
NC_008379	352782
NC_013958	65833
NZ_CP007146	6969
NC_019687	65875
NC_017411	22808
NZ_CP017242	430631
NZ_CP009655	6175
NC_002105	4970
NZ_CP019665	14246
NG_050283	995
NZ_CP013030	97704
NC_010260	3043
NZ_CP009691	360889
NC_011228	6758
NZ_CP013165	3863
NC_019123	106833
NZ_CP012935	3905
NZ_CP010139	27342
NZ_CP011016	29115
NZ_CP017857	44808
NC_018990	25211
NC_022126	20449
NC_010368	284332
NZ_CP015824	103147
NC_004769	3684
NG_047824	901
NZ_CP013752	68522
NZ_CP005899	2721
NC_018698	29615
NC_015461	6804
NC_011863	24910
NZ_CP011646	96702
NZ_CP013918	34160
NZ_CP018464	179490
NC_020527	1352561
NZ_CP009773	75618
NZ_CP011626	6538
NZ_CP009431	151240
NZ_CP016031	129884
NC_000952	30800
NZ_CP004209	1277
NC_011665	59223
NC_016618	912449
NC_016838	122799
NZ_CP011383	107561
NG_050303	861
NC_010009	9098
NZ_CP014648	40448
NC_024967	72800
NZ_CP014414	27068
NC_006968	4150
NZ_CP011631	53596
NZ_AP014816	60790
NG_048170	1406
NC_013358	4551
NZ_CP009295	134722
NZ_CP010118	8401
NG_048555	1624
NC_021234	37042
NC_020952	7500
NC_010876	26721
NC_007594	52890
NC_011371	257956
NZ_CP005709	4393
NG_047877	1215
NC_011746	2467
NZ_CP016390	93855
NZ_CP009564	120340
NZ_CP014534	55167
NC_013352	23983
NC_019128	33765
NC_023332	213019
NZ_CP015337	5225
NZ_CP015587	52461
NC_022903	30952
NC_002056	9263
NC_007142	3316
NC_022650	55956
NG_048162	1406
NC_017140	9699
NC_012624	42245
NC_023056	28275
NZ_CP009772	9294
NC_005951	20652
NC_005562	7598
NC_016623	648491
NC_010518	36410
NC_019012	161819
NC_002525	75582
NZ_CP016568	98998
NZ_CP014361	277875
NC_012001	4226
NC_025116	47271
NZ_CP019009	130905
NZ_CP005086	195308
NC_013964	437906
NZ_CP018281	4305
NG_048041	533
NC_013309	4439
NZ_CP005911	2315
NC_004947	4392
NG_048629	1213
NZ_CP018860	92707
NZ_CP016583	37697
NC_013451	1442
NZ_CP010403	28895
NC_017242	3260
NC_011780	23422
NZ_CP014852	161353
NC_020961	7471
NZ_CP010185	4980
NG_050206	943
NC_000955	18777
NG_050504	684
NC_006143	84749
NC_010064	2004
NZ_CP018667	5566
NZ_CP017138	41647
NZ_CP006795	70507
NG_047533	1046
NC_013718	39265
NC_017961	36262
NZ_CP012267	197338
NC_010372	18634
NC_016600	45552
NC_018291	261820
NG_049605	1031
NC_011648	31157
NC_013365	204604
NZ_CP005857	1185
NC_005910	5113
NG_050243	1061
NC_014826	15907
NG_048856	1146
NZ_CP018030	302350
NZ_CP015623	144640
NZ_CP010418	62783
NZ_CP013799	33518
NC_014333	14219
NC_014161	3148
NC_017642	90868
NC_011876	53885
NZ_CP012386	41486
NZ_CP007238	125203
NC_011370	308747
NC_011259	23036
NZ_CP015794	5225
NC_009329	57693
NZ_CP013179	6318
NC_019361	15672
NG_048914	1076
NC_011964	124705
NG_050201	861
NC_002113	1823
NC_011224	11226
NZ_CP018072	59226
NZ_CP014792	58207
NZ_CP014976	94019
NC_010290	3175
NZ_CP019241	31911
NZ_CP018440	4510
NZ_CP005711	34474
NC_009787	34367
NZ_CP009867	54000
NZ_CP016929	3403
NC_015175	5782
NC_011647	31475
NZ_CP014398	3125
NC_017074	35182
NC_013371	9968
NC_024999	13940
NZ_CP013766	32163
NC_014227	2734
NZ_CP014803	111411
NC_019222	5857
NZ_CP005782	4680
NC_007972	171459
NZ_CP003714	32801
NZ_CP011665	529571
NZ_CP017132	19956
NG_049108	1159
NZ_CP014701	8008
NC_004704	37393
NC_007682	56634
NC_019172	3062
NZ_CP005771	7855
NC_008765	72689
NZ_CP013576	352133
NZ_CP014287	41937
NZ_CP005717	1189
NZ_CP010201	116581
NZ_LN868946	141119
NC_011034	4153
NZ_CP014115	29612
NC_005816	9609
NC_017326	1632395
NZ_CP011627	14274
NC_019200	4896
NC_021811	117929
NC_010889	14393
NG_049282	862
NZ_CP007056	573680
NC_005001	15100
NG_049217	741
NC_024962	6077
NC_025011	2954
NC_007100	57121
NC_017959	83885
NC_014543	4073
NZ_AP014682	40971
NZ_CP004343	23002
NC_019273	5434
NZ_CP013381	305114
NC_017806	54602
NC_014354	3583
NZ_CP017620	93595
NC_008442	44010
NC_015904	30529
NZ_CP013539	421824
NZ_CP013715	80302
NZ_CP017870	24874
NZ_CP005886	1020
NC_021079	41919
NC_019553	18332
NC_025131	139941
NC_007385	214396
NG_047483	1082
NZ_CP004204	1493
NZ_CP012856	47579
NG_048207	1577
NC_001911	7768
NC_015664	12355
NZ_CP006747	71523
NC_017369	9129
NZ_CP015389	53300
NZ_AP014705	1571989
NC_020384	285459
NC_012209	14662
NC_012520	558192
NZ_CP004285	1572
NZ_CP012032	59545
NC_000953	30885
NC_011895	37542
NC_010920	3319
NZ_CP014498	209768
NZ_CP005811	1939
NZ_CP014800	25119
NC_013952	3178
NZ_KM923969	47268
NC_019430	80592
NZ_CP014775	198307
NC_019296	5991
NC_020057	56316
NZ_CP004342	31573
NG_047807	935
NZ_CP012866	81255
NG_049174	854
NZ_CP018670	183432
NZ_LT594096	8015
NZ_CP013028	74656
NZ_CP011045	49401
NZ_CP013270	10566
NG_052269	992
NZ_CP005994	37692
NZ_CP012711	49020
NC_020130	194613
NC_019015	14391
NZ_CP009035	18869
NZ_CP012917	645064
NZ_CP004877	431546
NZ_CP017304	339489
NC_023331	42848
NZ_CP010354	11643
NZ_CP016481	41976
NZ_CP013535	435286
NG_052436	989
NZ_CP007675	25025
NZ_CP012895	2662
NZ_CP012754	273628
NC_013366	77690
NZ_CP006988	393846
NZ_CP016441	68520
NZ_CP012629	4072
NZ_CP018435	45289
NZ_LN879548	17109
NC_019728	56464
NZ_AP012275	13478
NZ_CP005744	788
NC_011422	27037
NZ_CP018934	97634
NZ_CP010832	8405
NG_049330	1013
NC_002748	6094
NC_015473	4446
NC_011148	37978
NZ_CP019199	59062
NC_015661	19638
NC_025153	27476
NZ_CP018116	119254
NC_009751	29871
NZ_CP018708	246756
NZ_CP013917	122975
NC_018952	33701
NC_016053	41102
NG_047248	1061
NC_013387	32487
NZ_CP013546	1080727
NZ_CP014203	120667
NZ_CP009294	188477
NZ_CP011634	227680
NC_018107	353865
NC_017800	2287
NC_019959	164114
NZ_CP017110	27292
NZ_CP012971	20633
NC_010369	194963
NZ_CP018070	78626
NZ_CP019568	3202
NZ_CP014101	8420
NC_012114	30755
NZ_CP015373	85291
NC_020165	4374
NZ_CP004223	18417
NC_020886	4613
NC_022346	31529
NG_047869	1415
NC_015322	25284
NZ_CP012702	58892
NC_010088	12041
NZ_LT671860	27437
NC_009999	75508
NC_019681	23223
NC_011514	10669
NZ_CP003562	82913
NC_019761	50464
NC_011734	15219
NC_013296	25022
NZ_CP014394	25980
NZ_CP005719	9435
NC_021904	39116
NC_017078	285449
NZ_CP014900	28997
NC_019288	4502
NZ_CP005856	1064
NZ_CP014308	793818
NC_025068	6078
NC_007505	19146
NG_051697	755
NZ_CP007529	59369
NZ_CP012139	86407
NC_015665	80849
NC_015255	36638
NG_048877	1349
NC_010848	45519
NC_000958	177466
NC_025249	59474
NC_004933	50410
NZ_CP010374	43621
NZ_CP013725	86616
NZ_CP014421	3125
NG_047580	851
NZ_CP008809	25862
NC_017919	22406
NC_006979	28975
NC_018633	7487
NC_001856	38829
NZ_CP014582	22868
NC_002610	5258
NG_047652	1460
NC_017410	17522
NZ_CP018972	4073
NG_049776	983
NC_013727	70275
NZ_CP012886	437571
NG_049126	864
NG_047288	755
NC_010721	23392
NZ_CP005824	1107
NZ_CP005697	5967
NZ_CP004880	8240
NC_008042	130973
NZ_CP014353	2365
NZ_CP014273	213924
NZ_CP018818	117755
NC_020522	73490
NC_013164	115566
NC_004951	5128
NC_017266	99286
NC_015178	271573
NC_018654	74213
NC_019225	26510
NZ_CP009594	51531
NZ_CP004161	6676
NZ_CP013104	2011268
NC_008696	31504
NC_007191	8663
NC_019354	21361
NZ_CP019142	322
NZ_CP005794	3223
NC_012267	26496
NZ_CP009629	102620
NC_017114	49961
NC_010926	5804
NC_018687	189702
NC_022877	171593
NC_004734	14155
NG_049071	1332
NZ_CP004327	15701
NZ_CP011571	90452
NZ_CP005799	2479
NC_019534	12817
NC_007772	70480
NZ_CP004147	9283
NC_017041	26610
NC_023287	71276
NZ_CP002700	7802
NZ_CP013620	1442
NC_013855	1455109
NZ_CP012853	60014
NZ_CP005885	1090
NC_020985	7500
NC_019326	47826
NC_017234	22449
NC_016828	19293
NC_010114	31036
NZ_CP015619	10218
NZ_CP016785	11801
NC_015920	29448
NZ_CP017832	144470
NZ_CP013644	300955
NZ_CP011429	156323
NZ_CP018947	143972
NZ_CP004866	7921
NC_021570	2683
NZ_CP012594	55713
NZ_CP013556	1165895
NC_002120	69673
NG_048195	1403
NC_010401	5644
NZ_CP007123	3833
NZ_CP010853	181663
NC_006673	26568
NZ_CP015167	43148
NZ_CP017136	19028
NC_019183	4846
NZ_CP013033	44228
NC_007504	1852
NC_017029	18263
NC_020413	3716
NZ_CP017729	93826
NZ_CP014446	2415
NZ_CP008707	83610
NZ_CP012925	2096
NC_021914	27975
NZ_CP010024	437218
NC_017466	2952
NC_021722	29768
NZ_LN890286	6529
NC_008768	39626
NZ_CP004344	6473
NZ_CP014815	15952
NG_050224	958
NZ_CP005793	3230
NZ_CP007797	641573
NZ_CP013530	429574
NZ_CP014880	7030
NZ_CP019016	37756
NC_003457	5269
NZ_CP013642	661871
NC_025015	2687
NZ_CP012962	152955
NC_008308	254797
NC_019325	5982
NZ_CP005797	2676
NZ_CP012163	109753
NG_048073	743
NC_025110	8731
NZ_CP007516	149806
NC_017792	72036
NC_012155	8706
NZ_CP013201	11169
NZ_CP014333	35382
NC_001994	1658
NZ_CP018118	64467
NZ_CP004263	1632
NC_016903	5360
NZ_CP016920	6139
NC_001923	5015
NC_023275	133802
NZ_HG813243	4439
NC_019165	107748
NC_009790	74224
NZ_CP007054	99831
NG_047565	794
NZ_CP006799	283371
NC_011404	5002
NZ_CP012105	14336
NC_001456	3054
NZ_CP017850	108965
NZ_CP004282	1642
NZ_CP007543	108692
NZ_CP010385	106698
NZ_CP018242	92495
NZ_CP007582	91739
NZ_CP010222	146552
NC_010008	5428
NC_012244	53756
NC_023316	127862
NC_009595	70305
NC_022345	7995
NZ_CP017407	51784
NZ_FO834905	121703
NZ_CP018064	365084
NC_013298	27067
NC_009837	174241
NC_011249	35831
NC_015685	167269
NZ_CP007642	445194
NC_010311	187263
NZ_CP018476	69764
NC_019429	56037
NC_003065	214233
NC_012251	30858
NG_047858	1591
NZ_CP016498	151033
NZ_CP011336	18052
NZ_CP013058	82531
NZ_CP017022	43945
NC_008242	343931
NZ_CP005802	2416
NC_017786	40912
NZ_CP019580	49728
NC_015689	133057
NZ_CP004214	1069
NC_021525	8636
NZ_CP010175	6647
NC_001733	16550
NZ_CP012732	25194
NZ_CP003997	45574
NZ_CP016021	16403
NZ_CP004251	12181
NZ_CP010357	13330
NZ_CP004190	6196
NC_019251	1549
NZ_CP005871	1744
NG_048799	1346
NZ_LN907829	134943
NZ_CP010243	131504
NZ_CP012709	24210
NZ_CP018665	2781
NG_047251	1061
NZ_CP011809	104368
NZ_CP018703	66149
NZ_CP010016	326388
NZ_CP009289	15151
NZ_CP014669	113852
NZ_CP008815	66548
NZ_CP014886	34047
NZ_CP012627	92766
NC_023913	12270
NZ_CP008907	111227
NZ_CP010893	36379
NC_021522	4268
NZ_CP014932	57063
NZ_CP010099	8423
NG_048116	1052
NC_013323	33660
NC_009137	16404
NZ_CP018114	5310
NZ_CP013855	375718
NC_018222	12893
NZ_CP016820	242246
NZ_CP004231	15847
NG_047723	674
NZ_CP017649	121485
NZ_CP012934	3372
NZ_CP012293	1830
NZ_CP013721	93925
NZ_CP018702	246753
NC_019170	5009
NC_017944	504705
NZ_LN890523	82119
NZ_CP018207	113140
NC_012268	30171
NZ_CP005737	3942
NG_047803	938
NG_052583	1025
NZ_CP010108	49838
NC_019319	6410
NZ_CP006661	140825
NZ_CP019011	74891
NZ_CP016002	1563050
NZ_CP013648	505351
NC_017226	31118
NZ_CP014818	5957
NC_006872	36695
NZ_CP012282	39658
NZ_CP013335	5489
NC_012236	28746
NC_001852	29766
NC_017447	3237
NZ_CP004275	2360
NC_011602	6147
NG_050262	1061
NZ_CP009606	312478
NZ_CP004162	6617
NZ_CP017989	61011
NZ_CP005728	23604
NC_020801	31801
NZ_CP012383	89658
NC_012261	26526
NC_011101	34522
NC_019365	11221
NG_049539	798
NZ_CP012660	29950
NC_020269	2937
NC_020240	71777
NZ_CP016531	37697
NZ_CP012877	9484
NZ_CP011582	43433
NZ_CP009779	69812
NC_017572	60958
NC_007431	12652
NZ_CP018290	1337
NC_012262	17070
NZ_CP014644	176083
NC_005244	101858
NC_011334	10031
NC_007506	38116
NC_004339	5424
NZ_CP018117	67946
NZ_CP012965	107170
NC_005239	2538
NC_002776	4139
NC_014556	8712
NZ_CP011121	165374
NZ_HG938357	175279
NC_007141	45210
NZ_CP018969	82364
NG_048179	1391
NZ_CP013155	22854
NG_048955	1076
NC_020228	5458
NZ_CP011950	113655
NC_021990	2189
NC_013380	8435
NG_048899	876
NC_017539	167269
NC_002125	4439
NC_019898	149182
NZ_CP005748	35529
NC_023497	33499
NZ_CP011054	205117
NC_020274	13186
NZ_CP010073	48872
NC_011651	31017
NG_050548	657
NG_049502	998
NZ_CP016173	118591
NC_010607	4563
NC_012813	8963
NZ_CP006634	4086
NZ_CP015357	55166
NZ_HF677572	18169
NC_011263	6131
NZ_CP007791	25857
NC_014553	5254
NC_013129	52916
NZ_CP015861	35461
NC_014255	32307
NZ_CP018336	58581
NZ_CP010107	7042
NZ_CP009321	213090
NZ_CP002702	7799
NG_048742	1067
NC_011261	26917
NZ_CP005686	2808
NC_013857	681723
NT_187155	11013
NC_017021	22851
NC_012654	270022
NC_019377	55395
NZ_CP011404	176951
NZ_CP017108	279615
NC_018147	14947
NZ_CP004191	5188
NZ_CP014063	37980
NC_023024	126488
NC_013292	24654
NC_020275	122976
NC_018069	14902
NC_002305	180461
NC_015560	17897
NC_000959	45704
NZ_CP012932	2096
NC_025198	92339
NC_019777	62874
NC_008120	96471
NZ_CP016562	37697
NC_010884	9153
NC_013767	77054
NZ_CP009218	47058
NZ_CP013562	1201422
NC_016115	130055
NC_020918	28250
NC_011897	4270
NC_019250	4043
NC_012551	65037
NG_049814	1022
NG_051908	989
NZ_CP011332	75079
NZ_CP013947	33556
NC_018486	171030
NC_018660	1549
NC_010882	9372
NC_010627	595108
NC_023915	99184
NZ_CP012399	849688
NC_020290	5214
NC_023027	63578
NG_048112	1019
NZ_CP007599	39599
NZ_CP005726	644
NC_018881	8240
NG_048929	1076
NC_010425	10336
NZ_CP013967	6318
NC_020910	159683
NC_021188	15957
NZ_CP016566	2246
NZ_CP014200	56887
NZ_CP017148	339755
NZ_CP014077	41758
NZ_CP010428	3045
NZ_CP011808	386625
NC_021920	45973
NZ_CP014680	30533
NZ_CP009015	64919
NZ_CP014799	27822
NG_047266	755
NZ_CP013027	174564
NC_018611	56473
NC_020087	133191
NC_014116	21566
