	locus	Genus	Species	environment	character	IS26	length	CDS	gene counts	Gene_proportion
5584	NC_003078	Sinorhizobium	meliloti		mosaic		1683333.0	1569.0	5.0	0.0031867431485022306
5585	NC_003384	Salmonella	enterica		mosaic		218160.0	235.0	5.0	0.02127659574468085
5586	NC_003385	Salmonella	enterica		static		106516.0	128.0	0.0	0.0
5587	NC_006842	Vibrio	fischeri		static		45849.0	57.0	0.0	0.0
5588	NC_011739	Escherichia	coli		static		33809.0	49.0	0.0	0.0
5589	NC_011749	Escherichia	coli		mosaic		122301.0	142.0	1.0	0.007042253521126761
5590	NC_012923	Streptococcus	suis		mosaic		24579.0	15.0	0.0	0.0
5591	NC_005003	Staphylococcus	epidermidis		static		6585.0	11.0	0.0	0.0
5592	NC_005004	Staphylococcus	epidermidis		static		24365.0	22.0	2.0	0.09090909090909091
5593	NC_005005	Staphylococcus	epidermidis		static		17261.0	16.0	0.0	0.0
5597	NC_004632	[Pseudomonas	syringae]		mosaic		67473.0	70.0	0.0	0.0
5598	NC_004633	[Pseudomonas	syringae]		mosaic		73661.0	68.0	0.0	0.0
5599	NC_004703	Bacteroides	thetaiotaomicron		static		33038.0	38.0	0.0	0.0
5600	NC_004669	Enterococcus	faecalis		mosaic		66320.0	72.0	2.0	0.027777777777777776
5601	NC_004670	Enterococcus	faecalis		mosaic		17963.0	18.0	0.0	0.0
5602	NC_004671	Enterococcus	faecalis		mosaic		57660.0	62.0	0.0	0.0
5603	NC_014918	Mesorhizobium	ciceri		static		425539.0	394.0	0.0	0.0
5604	NC_003903	Streptomyces	coelicolor		mosaic		356023.0	351.0	0.0	0.0
5605	NC_003904	Streptomyces	coelicolor		mosaic		31317.0	34.0	0.0	0.0
5606	NC_004851	Shigella	flexneri		mosaic		221618.0	262.0	0.0	0.0
5607	NC_016838	Klebsiella	pneumoniae		mosaic		122799.0	141.0	1.0	0.0070921985815602835
5608	NC_016839	Klebsiella	pneumoniae		mosaic		105974.0	152.0	10.0	0.06578947368421052
5611	NC_016846	Klebsiella	pneumoniae		mosaic		111195.0	160.0	2.0	0.0125
5612	NC_017659	Escherichia	coli		mosaic		147060.0	153.0	7.0	0.0457516339869281
5613	NC_018659	Escherichia	coli		mosaic		88544.0	94.0	2.0	0.02127659574468085
5615	NC_018666	Escherichia	coli		mosaic		74217.0	80.0	0.0	0.0
5616	NC_004349	Shewanella	oneidensis		static		161613.0	149.0	0.0	0.0
5617	NC_006297	Bacteroides	fragilis		static		33716.0	47.0	0.0	0.0
5618	NC_006462	Thermus	thermophilus		mosaic		256992.0	251.0	0.0	0.0
5619	NC_006463	Thermus	thermophilus		static		9322.0	14.0	0.0	0.0
5620	NC_006529	Lactobacillus	salivarius		mosaic		20417.0	27.0	0.0	0.0
5621	NC_006530	Lactobacillus	salivarius		static		44013.0	47.0	0.0	0.0
5622	NC_007930	Lactobacillus	salivarius		static		242436.0	222.0	0.0	0.0
5623	NC_004721	Bacillus	cereus		static		15274.0	21.0	0.0	0.0
5625	NC_004704	Coxiella	burnetii		static		37393.0	30.0	0.0	0.0
5626	NC_007607	Shigella	dysenteriae		mosaic		182726.0	223.0	0.0	0.0
5628	NC_007641	Rhodospirillum	rubrum		static		53732.0	50.0	0.0	0.0
5629	NC_007678	Salinibacter	ruber		static		35505.0	32.0	0.0	0.0
5671	NZ_CP014908	Lactobacillus	lindneri		static		14963.0	17.0	1.0	0.058823529411764705
5674	NZ_CP014911	Lactobacillus	lindneri		static		11167.0	16.0	0.0	0.0
5675	NZ_CP014937	Pediococcus	claussenii		mosaic		37848.0	44.0	0.0	0.0
5676	NZ_CP014938	Pediococcus	claussenii		mosaic		23149.0	32.0	0.0	0.0
5677	NZ_CP014939	Pediococcus	claussenii		static		40099.0	36.0	1.0	0.027777777777777776
5678	NZ_CP014934	Pediococcus	claussenii		mosaic		37848.0	44.0	0.0	0.0
5679	NZ_CP014935	Pediococcus	claussenii		mosaic		23149.0	33.0	0.0	0.0
5680	NZ_CP010885	Vibrio	parahaemolyticus		static		92495.0	114.0	0.0	0.0
5681	NZ_CP010886	Vibrio	parahaemolyticus		static		83481.0	80.0	0.0	0.0
5683	NZ_CP014913	Lactobacillus	paracollinoides		mosaic		50174.0	65.0	0.0	0.0
5684	NZ_CP014914	Lactobacillus	paracollinoides		static		35858.0	36.0	0.0	0.0
5685	NZ_CP015530	Rhodococcus	sp.		static		224533.0	180.0	0.0	0.0
5686	NZ_CP014916	Lactobacillus	paracollinoides		static		45958.0	49.0	0.0	0.0
5687	NZ_CP014917	Lactobacillus	paracollinoides		static		24661.0	32.0	0.0	0.0
5688	NZ_CP014918	Lactobacillus	paracollinoides		mosaic		33202.0	33.0	0.0	0.0
5689	NZ_CP014919	Lactobacillus	paracollinoides		static		25419.0	23.0	0.0	0.0
5690	NZ_CP014920	Lactobacillus	paracollinoides		static		17129.0	14.0	0.0	0.0
5691	NZ_CP014921	Lactobacillus	paracollinoides		mosaic		13353.0	13.0	0.0	0.0
5692	NZ_CP014922	Lactobacillus	paracollinoides		static		13497.0	14.0	1.0	0.07142857142857142
5693	NZ_CP014923	Lactobacillus	paracollinoides		static		13546.0	19.0	0.0	0.0
5694	NZ_CP014925	Lactobacillus	paracollinoides		mosaic		38125.0	50.0	0.0	0.0
5695	NZ_CP014926	Lactobacillus	paracollinoides		mosaic		45296.0	49.0	0.0	0.0
5696	NZ_CP014927	Lactobacillus	paracollinoides		static		41255.0	46.0	0.0	0.0
5697	NZ_CP014928	Lactobacillus	paracollinoides		mosaic		45452.0	45.0	0.0	0.0
5698	NZ_CP014929	Lactobacillus	paracollinoides		mosaic		35470.0	33.0	0.0	0.0
5699	NZ_CP014930	Lactobacillus	paracollinoides		mosaic		28402.0	28.0	0.0	0.0
5700	NZ_CP014931	Lactobacillus	paracollinoides		static		19529.0	25.0	0.0	0.0
5701	NZ_CP014932	Lactobacillus	paracollinoides		mosaic		57063.0	54.0	0.0	0.0
5702	NZ_CP016834	Xanthomonas	fragariae		mosaic		29138.0	35.0	0.0	0.0
5703	NZ_CP016835	Xanthomonas	fragariae		static		20831.0	30.0	0.0	0.0
5704	NZ_CP016820	Rhodococcus	sp.		mosaic		242246.0	221.0	0.0	0.0
5705	NZ_CP016821	Rhodococcus	sp.		static		170002.0	160.0	0.0	0.0
5706	NZ_CP016822	Rhodococcus	sp.		mosaic		107688.0	85.0	0.0	0.0
5707	NZ_CP011517	Rickettsia	asemboensis		static		21692.0	23.0	0.0	0.0
5708	NZ_CP016785	Bacillus	pumilus		static		11801.0	11.0	0.0	0.0
5709	NZ_CP014597	Yangia	sp.		mosaic		315806.0	302.0	0.0	0.0
5710	NZ_CP014598	Yangia	sp.		static		274486.0	235.0	1.0	0.00425531914893617
5711	NZ_CP014599	Yangia	sp.		static		280527.0	252.0	1.0	0.003968253968253968
5712	NZ_CP014600	Yangia	sp.		static		222528.0	184.0	0.0	0.0
5713	NZ_CP014601	Yangia	sp.		mosaic		54364.0	38.0	0.0	0.0
5714	NZ_CP014526	Haematospirillum	jordaniae		static		32967.0	49.0	0.0	0.0
5715	NZ_CP014527	Haematospirillum	jordaniae		static		303116.0	252.0	0.0	0.0
5716	NZ_CP003562	Flammeovirga	sp.		static		82913.0	72.0	0.0	0.0
5717	NZ_CP014514	Frondihabitans	sp.		static		212902.0	203.0	0.0	0.0
5718	NZ_CP014515	Frondihabitans	sp.		static		135614.0	140.0	0.0	0.0
5719	NZ_CP014516	Frondihabitans	sp.		static		72450.0	61.0	0.0	0.0
5720	NZ_CP015439	Anoxybacillus	amylolyticus		mosaic		258230.0	255.0	0.0	0.0
5721	NZ_CP015440	Anoxybacillus	amylolyticus		mosaic		65295.0	61.0	0.0	0.0
5722	NZ_CP015437	Anoxybacillus	sp.		static		54976.0	73.0	0.0	0.0
5723	NZ_CP014964	Geobacter	anodireducens		static		110507.0	130.0	0.0	0.0
5724	NZ_CP007513	Bacillus	bombysepticus		static		577809.0	454.0	3.0	0.006607929515418502
5725	NC_016594	Azospirillum	brasilense		static		1766028.0	1538.0	9.0	0.005851755526657998
5726	NC_016618	Azospirillum	brasilense		static		912449.0	762.0	1.0	0.0013123359580052493
5727	NC_016595	Azospirillum	brasilense		static		778798.0	705.0	3.0	0.00425531914893617
5728	NC_016596	Azospirillum	brasilense		mosaic		690334.0	593.0	5.0	0.008431703204047217
5729	NC_016619	Azospirillum	brasilense		mosaic		191828.0	146.0	0.0	0.0
5730	NC_016597	Azospirillum	brasilense		static		167364.0	109.0	1.0	0.009174311926605505
5732	NZ_CP014519	Sinomonas	atrocyanea		static		81963.0	71.0	0.0	0.0
5733	NZ_CP015988	Sphingobium	sp.		mosaic		269215.0	248.0	0.0	0.0
5734	NZ_CP015989	Sphingobium	sp.		mosaic		192095.0	200.0	0.0	0.0
5735	NZ_CP005085	Sphingobium	sp.		mosaic		520614.0	457.0	1.0	0.002188183807439825
5736	NZ_CP005086	Sphingobium	sp.		mosaic		195308.0	184.0	0.0	0.0
5737	NZ_CP005087	Sphingobium	sp.		mosaic		87635.0	89.0	0.0	0.0
5738	NZ_CP005088	Sphingobium	sp.		mosaic		75938.0	82.0	0.0	0.0
5739	NZ_CP005089	Sphingobium	sp.		mosaic		53908.0	71.0	0.0	0.0
5740	NZ_CP005090	Sphingobium	sp.		mosaic		34300.0	36.0	0.0	0.0
5741	NZ_CP005091	Sphingobium	sp.		static		9585.0	12.0	0.0	0.0
5742	NZ_CP005092	Sphingobium	sp.		static		7223.0	10.0	0.0	0.0
5744	NZ_CP016283	Cryobacterium	arcticum		static		117792.0	110.0	0.0	0.0
5745	NZ_CP016284	Cryobacterium	arcticum		static		58936.0	58.0	0.0	0.0
5747	NZ_CP016173	Bordetella	flabilis		static		118591.0	114.0	0.0	0.0
5748	NZ_CP015200	Chryseobacterium	sp.		static		16553.0	16.0	0.0	0.0
5750	NZ_CP014807	Rummeliibacillus	stabekisii		static		8647.0	13.0	0.0	0.0
5751	NZ_CP012662	Defluviimonas	alba		static		90059.0	81.0	0.0	0.0
5752	NZ_CP012663	Defluviimonas	alba		mosaic		19278.0	25.0	0.0	0.0
5753	NZ_CP012664	Defluviimonas	alba		static		139976.0	152.0	0.0	0.0
5754	NC_022778	Clostridium	tetani		static		58369.0	70.0	0.0	0.0
5755	NC_010813	Corynebacterium	aurimucosum		static		29037.0	26.0	0.0	0.0
5759	NZ_CP011515	Mitsuaria	sp.		static		262673.0	213.0	0.0	0.0
5760	NZ_CP015111	Acinetobacter	sp.		static		298877.0	334.0	0.0	0.0
5761	NZ_CP015112	Acinetobacter	sp.		static		8682.0	13.0	0.0	0.0
5762	NZ_CP007238	Ensifer	adhaerens		mosaic		125203.0	113.0	0.0	0.0
5763	NZ_CP007239	Ensifer	adhaerens		mosaic		1614950.0	1475.0	2.0	0.0013559322033898306
5764	NZ_CP015595	Acinetobacter	sp.		static		309964.0	277.0	0.0	0.0
5765	NZ_AP017296	Nostoc	sp.		static		447304.0	407.0	1.0	0.002457002457002457
5766	NZ_AP017297	Nostoc	sp.		static		76302.0	65.0	0.0	0.0
5767	NZ_CP015006	Aminobacter	aminovorans		static		534207.0	475.0	0.0	0.0
5768	NZ_CP015007	Aminobacter	aminovorans		static		451547.0	409.0	0.0	0.0
5769	NZ_CP015008	Aminobacter	aminovorans		static		142965.0	126.0	0.0	0.0
5770	NZ_CP015009	Aminobacter	aminovorans		static		138061.0	127.0	0.0	0.0
5771	NZ_CP015597	Mycobacterium	sp.		static		252568.0	249.0	0.0	0.0
5772	NZ_CP012534	Psychrobacter	sp.		static		40963.0	35.0	0.0	0.0
5773	NZ_CP012535	Psychrobacter	sp.		static		14291.0	18.0	0.0	0.0
5774	NZ_CP012536	Psychrobacter	sp.		static		13597.0	11.0	0.0	0.0
5775	NZ_CP012537	Psychrobacter	sp.		static		9152.0	10.0	0.0	0.0
5779	NZ_CP010970	Rickettsia	raoultii		mosaic		20840.0	22.0	0.0	0.0
5780	NZ_CP010971	Rickettsia	raoultii		mosaic		83219.0	90.0	0.0	0.0
5781	NZ_CP010972	Rickettsia	raoultii		static		34583.0	33.0	0.0	0.0
5782	NZ_CP012530	Psychrobacter	sp.		static		23861.0	23.0	0.0	0.0
5783	NZ_CP012531	Psychrobacter	sp.		static		11297.0	15.0	0.0	0.0
5784	NZ_CP012532	Psychrobacter	sp.		static		9708.0	13.0	0.0	0.0
5785	NZ_CP011274	Planctomyces	sp.		static		97874.0	77.0	0.0	0.0
5786	NZ_CP011275	Planctomyces	sp.		static		86054.0	61.0	0.0	0.0
5787	NZ_CP011276	Planctomyces	sp.		static		81115.0	52.0	0.0	0.0
5788	NZ_CP011277	Planctomyces	sp.		static		12514.0	17.0	0.0	0.0
5789	NZ_LN997849	Magnetospirillum	sp.		static		167290.0	175.0	0.0	0.0
5790	NZ_CP016831	Xanthomonas	fragariae		mosaic		29232.0	35.0	0.0	0.0
5791	NZ_CP016832	Xanthomonas	fragariae		static		20831.0	31.0	0.0	0.0
5792	NC_013505	Lactobacillus	johnsonii		static		25652.0	25.0	0.0	0.0
5795	NC_016108	Methylomicrobium	alcaliphilum		static		128415.0	112.0	0.0	0.0
5797	NZ_CP011111	Pseudomonas	chlororaphis		static		16587.0	12.0	0.0	0.0
5798	NC_018653	Clostridium	botulinum		mosaic		47689.0	50.0	0.0	0.0
5800	NC_007505	Xanthomonas	campestris		mosaic		19146.0	22.0	0.0	0.0
5801	NC_007506	Xanthomonas	campestris		mosaic		38116.0	48.0	0.0	0.0
5802	NC_007507	Xanthomonas	campestris		mosaic		182572.0	177.0	0.0	0.0
5803	NC_011603	Escherichia	coli		mosaic		97978.0	125.0	0.0	0.0
5805	NC_022539	Xanthomonas	fuscans		mosaic		45224.0	49.0	0.0	0.0
5806	NC_022540	Xanthomonas	fuscans		static		19514.0	23.0	0.0	0.0
5807	NC_022542	Xanthomonas	fuscans		mosaic		41950.0	41.0	0.0	0.0
5808	NZ_CP016599	Leuconostoc	lactis		static		20388.0	21.0	0.0	0.0
5809	NZ_CP016600	Leuconostoc	lactis		static		19726.0	12.0	0.0	0.0
5810	NZ_CP016601	Leuconostoc	lactis		static		10453.0	11.0	0.0	0.0
5813	NZ_LT599052	Lactococcus	lactis		mosaic		42401.0	45.0	0.0	0.0
5814	NZ_LT599053	Lactococcus	lactis		mosaic		69485.0	72.0	0.0	0.0
5815	NZ_HG917973	Mycobacterium	marinum		static		114229.0	97.0	0.0	0.0
5816	NZ_CP013750	Lactobacillus	plantarum		static		127346.0	103.0	0.0	0.0
5817	NZ_CP013751	Lactobacillus	plantarum		static		78406.0	75.0	0.0	0.0
5818	NZ_CP013752	Lactobacillus	plantarum		static		68522.0	62.0	0.0	0.0
5819	NZ_LN774770	Lactococcus	piscium		static		55671.0	64.0	0.0	0.0
5820	NZ_LN774771	Lactococcus	piscium		mosaic		53257.0	61.0	0.0	0.0
5821	NC_020921	Erwinia	amylovora		static		28688.0	30.0	0.0	0.0
5822	NC_006823	Aromatoleum	aromaticum		static		207355.0	234.0	0.0	0.0
5823	NC_006824	Aromatoleum	aromaticum		static		223670.0	207.0	0.0	0.0
5824	NZ_LN554848	Aliivibrio	wodanis		static		91951.0	97.0	0.0	0.0
5825	NZ_LN554849	Aliivibrio	wodanis		static		15266.0	18.0	0.0	0.0
5828	NZ_CP013754	Lactobacillus	plantarum		static		127132.0	112.0	0.0	0.0
5829	NZ_CP013755	Lactobacillus	plantarum		static		83144.0	79.0	0.0	0.0
5830	NZ_CP013756	Lactobacillus	plantarum		static		63067.0	53.0	0.0	0.0
5831	NZ_CP016641	Mycobacterium	sp.		mosaic		134689.0	123.0	0.0	0.0
5832	NZ_CP016642	Mycobacterium	sp.		static		21705.0	23.0	0.0	0.0
5833	NZ_CP016643	Mycobacterium	sp.		mosaic		26982.0	27.0	0.0	0.0
5834	NC_011311	Aliivibrio	salmonicida		static		83540.0	75.0	0.0	0.0
5835	NC_011314	Aliivibrio	salmonicida		static		30807.0	32.0	0.0	0.0
5838	NZ_CP016441	Bordetella	pseudohinzii		static		68520.0	66.0	0.0	0.0
5839	NC_019677	Nostoc	sp.		static		77478.0	81.0	0.0	0.0
5841	NC_019727	Calothrix	sp.		static		80757.0	58.0	0.0	0.0
5842	NC_019728	Calothrix	sp.		static		56464.0	48.0	0.0	0.0
5843	NC_019752	Calothrix	sp.		static		55337.0	43.0	0.0	0.0
5844	NZ_CP016558	Vibrio	coralliilyticus		static		52449.0	45.0	0.0	0.0
5845	NZ_CP015640	Pseudomonas	fluorescens		static		77900.0	68.0	0.0	0.0
5846	NZ_CP016905	Ralstonia	solanacearum		mosaic		2145732.0	1626.0	11.0	0.006765067650676507
5847	NZ_CP015993	Pseudomonas	sp.		static		12690.0	20.0	0.0	0.0
5848	NZ_CP016938	Yersinia	enterocolitica		static		115648.0	106.0	0.0	0.0
5849	NZ_CP015203	Rhodococcus	sp.		static		694228.0	680.0	0.0	0.0
5850	NZ_CP015204	Rhodococcus	sp.		static		108503.0	103.0	0.0	0.0
5851	NZ_CP015205	Rhodococcus	sp.		static		65393.0	71.0	0.0	0.0
5852	NZ_CP016453	Sphingobium	sp.		mosaic		892708.0	793.0	2.0	0.0025220680958385876
5853	NZ_CP016454	Sphingobium	sp.		mosaic		49737.0	49.0	0.0	0.0
5854	NZ_CP016455	Sphingobium	sp.		mosaic		63550.0	64.0	0.0	0.0
5855	NZ_CP016457	Sphingobium	sp.		mosaic		131734.0	132.0	0.0	0.0
5856	NZ_CP016451	Sinorhizobium	sp.		static		258555.0	248.0	1.0	0.004032258064516129
5857	NZ_CP016452	Sinorhizobium	sp.		static		2220160.0	2042.0	5.0	0.002448579823702253
5858	NZ_CP016500	Agrobacterium	sp.		static		323507.0	303.0	0.0	0.0
5859	NZ_CP016458	Blastomonas	sp.		static		152317.0	143.0	0.0	0.0
5860	NZ_CP016459	Blastomonas	sp.		static		42134.0	40.0	0.0	0.0
5861	NZ_CP016461	Blastomonas	sp.		static		39932.0	29.0	0.0	0.0
5862	NZ_CP016462	Blastomonas	sp.		static		186489.0	174.0	1.0	0.005747126436781609
5863	NZ_CP016463	Bosea	sp.		static		708738.0	682.0	0.0	0.0
5864	NC_006578	[Bacillus	thuringiensis]		static		77112.0	80.0	0.0	0.0
5865	NC_002128	Escherichia	coli		mosaic		92721.0	85.0	1.0	0.011764705882352941
5866	NC_008791	Yersinia	enterocolitica		mosaic		67721.0	71.0	0.0	0.0
5867	NC_009007	Rhodobacter	sphaeroides		static		114045.0	87.0	0.0	0.0
5868	NC_007488	Rhodobacter	sphaeroides		static		114179.0	103.0	0.0	0.0
5869	NC_007489	Rhodobacter	sphaeroides		static		105284.0	82.0	0.0	0.0
5870	NC_007490	Rhodobacter	sphaeroides		static		100827.0	94.0	0.0	0.0
5871	NC_009008	Rhodobacter	sphaeroides		mosaic		37100.0	29.0	0.0	0.0
5872	NC_009621	Sinorhizobium	medicae		mosaic		1245408.0	1094.0	1.0	0.0009140767824497258
5873	NC_014107	Enterobacter	cloacae		mosaic		199562.0	274.0	0.0	0.0
5874	NC_014108	Enterobacter	cloacae		static		84653.0	124.0	0.0	0.0
5876	NC_018830	Bordetella	parapertussis		static		12195.0	15.0	0.0	0.0
5877	NC_005863	Desulfovibrio	vulgaris		mosaic		202301.0	156.0	0.0	0.0
5878	NC_006377	Lactobacillus	plantarum		mosaic		36069.0	43.0	0.0	0.0
5881	NZ_CP008811	Campylobacter	fetus		static		38272.0	41.0	0.0	0.0
5882	NZ_CP008812	Campylobacter	fetus		mosaic		27124.0	34.0	0.0	0.0
5883	NZ_CP014624	Lactobacillus	backii		static		44086.0	52.0	0.0	0.0
5884	NZ_CP014625	Lactobacillus	backii		mosaic		30007.0	34.0	1.0	0.029411764705882353
5885	NZ_CP014626	Lactobacillus	backii		mosaic		41380.0	38.0	0.0	0.0
5886	NZ_CP014627	Lactobacillus	backii		static		18755.0	21.0	0.0	0.0
5887	NZ_CP014628	Lactobacillus	backii		mosaic		20916.0	29.0	0.0	0.0
5888	NZ_CP014629	Lactobacillus	backii		static		10631.0	14.0	0.0	0.0
5889	NZ_CP014630	Lactobacillus	backii		static		10507.0	12.0	0.0	0.0
5890	NZ_CP014631	Lactobacillus	backii		mosaic		41809.0	48.0	0.0	0.0
5891	NZ_CP014632	Lactobacillus	backii		mosaic		27021.0	23.0	0.0	0.0
5892	NZ_CP014633	Lactobacillus	backii		mosaic		20407.0	23.0	0.0	0.0
5893	NZ_CP009044	Campylobacter	iguaniorum		static		70030.0	107.0	0.0	0.0
5894	NZ_CP008809	Campylobacter	fetus		static		25862.0	31.0	0.0	0.0
5895	NZ_CP016631	Lactobacillus	plantarum		static		9348.0	12.0	0.0	0.0
5896	NZ_CP016630	Lactobacillus	johnsonii		static		44763.0	45.0	0.0	0.0
5904	NZ_CP017030	Campylobacter	jejuni		mosaic		50689.0	52.0	2.0	0.038461538461538464
5905	NZ_CP017043	Selenomonas	sp.		static		65821.0	70.0	0.0	0.0
5906	NZ_CP017041	Propionibacterium	sp.		static		77702.0	91.0	0.0	0.0
5907	NZ_CP017081	Bacillus	muralis		static		87645.0	86.0	0.0	0.0
5908	NZ_CP009849	Vibrio	parahaemolyticus		static		64049.0	76.0	0.0	0.0
5909	NZ_CP007006	Vibrio	parahaemolyticus		static		88530.0	110.0	0.0	0.0
5910	NZ_CP009216	Corynebacterium	ureicelerivorans		static		48288.0	67.0	0.0	0.0
5911	NZ_CP014169	Sphingomonas	panacis		static		319133.0	300.0	0.0	0.0
5912	NZ_CP013454	Burkholderia	vietnamiensis		static		128579.0	125.0	0.0	0.0
5913	NZ_CP013462	Burkholderia	ubonensis		static		14087.0	15.0	0.0	0.0
5914	NZ_CP013415	Burkholderia	ubonensis		static		299296.0	270.0	0.0	0.0
5915	NZ_CP013436	Burkholderia	latens		static		45481.0	51.0	0.0	0.0
5916	NZ_CP013379	Burkholderia	pseudomultivorans		static		111152.0	95.0	0.0	0.0
5917	NZ_CP013412	Burkholderia	thailandensis		mosaic		157775.0	137.0	0.0	0.0
5918	NZ_CP013369	Burkholderia	ubonensis		static		258679.0	205.0	0.0	0.0
5919	NZ_CP017021	Xanthomonas	citri		mosaic		15283.0	19.0	0.0	0.0
5920	NZ_CP017022	Xanthomonas	citri		mosaic		43945.0	38.0	0.0	0.0
5921	NZ_CP017023	Xanthomonas	citri		mosaic		60533.0	54.0	0.0	0.0
5922	NZ_CP012494	Escherichia	coli		static		96228.0	111.0	0.0	0.0
5923	NZ_CP012495	Escherichia	coli		mosaic		52297.0	58.0	1.0	0.017241379310344827
5924	NZ_CP012496	Escherichia	coli		mosaic		34714.0	46.0	0.0	0.0
5925	NZ_CP017026	Campylobacter	coli		mosaic		180543.0	189.0	2.0	0.010582010582010581
5928	NZ_CP017108	Lactobacillus	salivarius		static		279615.0	260.0	0.0	0.0
5929	NZ_CP017109	Lactobacillus	salivarius		static		29788.0	35.0	0.0	0.0
5930	NZ_CP017110	Lactobacillus	salivarius		static		27292.0	24.0	3.0	0.125
5936	NC_030902	Gordonia	phage		static		41207.0	68.0	0.0	0.0
5937	NC_030907	Gordonia	phage		static		17562.0	28.0	0.0	0.0
5938	NC_030939	Gordonia	phage		static		45537.0	68.0	0.0	0.0
5940	NC_030916	Tsukamurella	phage		static		56212.0	84.0	0.0	0.0
5941	NC_030935	Gordonia	phage		static		17727.0	26.0	0.0	0.0
5945	NZ_CP014308	Burkholderia	sp.		mosaic		793818.0	716.0	3.0	0.004189944134078212
5946	NZ_CP014309	Burkholderia	sp.		mosaic		793876.0	713.0	3.0	0.004207573632538569
5947	NZ_CP014310	Burkholderia	sp.		mosaic		601076.0	574.0	0.0	0.0
5948	NZ_CP014311	Burkholderia	sp.		mosaic		184640.0	180.0	0.0	0.0
5949	NZ_CP014312	Burkholderia	sp.		static		49551.0	48.0	0.0	0.0
5950	NC_013964	Haloferax	volcanii		static		437906.0	368.0	0.0	0.0
5952	NC_013966	Haloferax	volcanii		mosaic		635786.0	568.0	0.0	0.0
5953	NC_013968	Haloferax	volcanii		mosaic		85092.0	67.0	0.0	0.0
5954	NC_013923	Natrialba	magadii		static		378348.0	320.0	0.0	0.0
5955	NC_013924	Natrialba	magadii		static		254950.0	218.0	1.0	0.0045871559633027525
5956	NC_013925	Natrialba	magadii		static		58487.0	88.0	0.0	0.0
5958	NZ_CP017255	Clostridium	taeniosporum		static		69748.0	66.0	1.0	0.015151515151515152
5959	NZ_CP017256	Clostridium	taeniosporum		static		163054.0	154.0	1.0	0.006493506493506494
5960	NZ_CP007000	Campylobacter	fetus		mosaic		91400.0	114.0	0.0	0.0
5961	NZ_CP007001	Campylobacter	fetus		static		35326.0	35.0	0.0	0.0
5963	NZ_CP017148	Bosea	vaviloviae		static		339755.0	319.0	1.0	0.003134796238244514
5964	NZ_CP012180	Pseudomonas	syringae		mosaic		74432.0	86.0	0.0	0.0
5965	NZ_CP011973	Pseudomonas	syringae		mosaic		74423.0	86.0	0.0	0.0
5966	NZ_CP017076	Novosphingobium	resinovorum		mosaic		1756808.0	1441.0	5.0	0.0034698126301179735
5967	NZ_CP017077	Novosphingobium	resinovorum		mosaic		960805.0	890.0	0.0	0.0
5968	NZ_CP017078	Novosphingobium	resinovorum		mosaic		354886.0	338.0	0.0	0.0
5969	NZ_CP017079	Novosphingobium	resinovorum		mosaic		67284.0	86.0	0.0	0.0
5970	NC_009795	Campylobacter	concisus		static		30949.0	29.0	0.0	0.0
5971	NC_009796	Campylobacter	concisus		static		16457.0	23.0	0.0	0.0
5974	NZ_CP014874	Lactobacillus	backii		mosaic		28996.0	35.0	0.0	0.0
5975	NZ_CP014875	Lactobacillus	backii		mosaic		22581.0	28.0	0.0	0.0
5976	NZ_CP014876	Lactobacillus	backii		mosaic		11878.0	10.0	0.0	0.0
5977	NZ_CP014877	Lactobacillus	backii		mosaic		64928.0	69.0	0.0	0.0
5978	NZ_CP014878	Lactobacillus	backii		mosaic		31925.0	27.0	0.0	0.0
5979	NZ_CP014879	Lactobacillus	backii		mosaic		12076.0	10.0	0.0	0.0
5981	NZ_CP014891	Lactobacillus	backii		mosaic		55942.0	54.0	0.0	0.0
5982	NZ_CP014892	Lactobacillus	backii		mosaic		43159.0	55.0	0.0	0.0
5983	NZ_CP014893	Lactobacillus	backii		static		49694.0	57.0	0.0	0.0
5984	NZ_CP014894	Lactobacillus	backii		static		33159.0	31.0	0.0	0.0
5985	NZ_CP014895	Lactobacillus	backii		mosaic		23187.0	32.0	0.0	0.0
5986	NZ_CP014896	Lactobacillus	backii		static		15332.0	13.0	0.0	0.0
5987	NZ_CP014897	Lactobacillus	backii		static		11987.0	14.0	0.0	0.0
5990	NZ_CP014882	Lactobacillus	backii		mosaic		17848.0	20.0	0.0	0.0
5991	NZ_CP014883	Lactobacillus	backii		mosaic		17429.0	17.0	1.0	0.058823529411764705
5992	NZ_CP014884	Lactobacillus	backii		mosaic		70980.0	72.0	0.0	0.0
5993	NZ_CP014885	Lactobacillus	backii		mosaic		52539.0	60.0	0.0	0.0
5994	NZ_CP014886	Lactobacillus	backii		static		34047.0	32.0	0.0	0.0
5995	NZ_CP014887	Lactobacillus	backii		mosaic		22403.0	25.0	0.0	0.0
5996	NZ_CP014888	Lactobacillus	backii		static		19886.0	22.0	0.0	0.0
5997	NZ_CP014889	Lactobacillus	backii		static		19623.0	24.0	0.0	0.0
5998	NZ_CP014900	Lactobacillus	backii		mosaic		28997.0	35.0	0.0	0.0
5999	NZ_CP014901	Lactobacillus	backii		mosaic		22560.0	28.0	0.0	0.0
6000	NZ_CP014902	Lactobacillus	backii		mosaic		11878.0	10.0	0.0	0.0
6001	NZ_CP014903	Lactobacillus	backii		mosaic		65694.0	70.0	0.0	0.0
