locus	character
NZ_CP013819	mosaic
NZ_CP013820	mosaic
NZ_CP014530	mosaic
NZ_CP014531	mosaic
NZ_CP014533	mosaic
NZ_CP014534	mosaic
NZ_CP014535	mosaic
NZ_CP015948	mosaic
NZ_CP015952	mosaic
NZ_CP015943	mosaic
NC_028464	mosaic
NZ_CP005860	mosaic
NZ_CP005916	mosaic
NZ_CP016031	mosaic
NC_010802	mosaic
NC_016792	mosaic
NC_016774	mosaic
NC_017029	mosaic
NC_017021	mosaic
NC_020821	mosaic
NC_022880	mosaic
NC_022884	mosaic
NC_016037	mosaic
NC_016021	mosaic
NC_016028	mosaic
NZ_AP012545	mosaic
NZ_AP012546	mosaic
NC_005229	mosaic
NC_005232	mosaic
NC_015974	mosaic
NZ_CP016624	mosaic
NZ_AP013064	mosaic
NC_021506	mosaic
NC_011836	mosaic
NZ_AP012274	mosaic
NZ_AP012275	mosaic
NC_007352	mosaic
NC_011996	mosaic
NC_012000	mosaic
NZ_AP011953	mosaic
NC_014007	mosaic
NC_014005	mosaic
NC_017130	mosaic
NC_017131	mosaic
NC_017147	mosaic
NC_017143	mosaic
NC_017122	mosaic
NC_017110	mosaic
NC_017136	mosaic
NC_017113	mosaic
NC_017114	mosaic
NC_003267	mosaic
NC_003276	mosaic
NC_013210	mosaic
NC_013211	mosaic
NC_013212	mosaic
NC_017101	mosaic
NC_017118	mosaic
NC_017119	mosaic
NC_017134	mosaic
NC_017149	mosaic
NC_017135	mosaic
NC_017104	mosaic
NC_017105	mosaic
NC_017151	mosaic
NC_017117	mosaic
NC_017126	mosaic
NC_017127	mosaic
NZ_CP016875	mosaic
NZ_CP015165	mosaic
NZ_CP015166	mosaic
NZ_CP015167	mosaic
NZ_CP015169	mosaic
NZ_CP015170	mosaic
NZ_CP015171	mosaic
NZ_CP016871	mosaic
NZ_CP016869	mosaic
NZ_CP015180	mosaic
NZ_CP015182	mosaic
NZ_CP014675	mosaic
NZ_CP014676	mosaic
NZ_CP014677	mosaic
NZ_CP014679	mosaic
NZ_CP014682	mosaic
NZ_CP017645	mosaic
NZ_CP017651	mosaic
NZ_CP017655	mosaic
NZ_CP017649	mosaic
NZ_CP017657	mosaic
NZ_CP017653	mosaic
NZ_CP017647	mosaic
NC_002608	mosaic
NC_001869	mosaic
NC_004604	mosaic
NC_014031	mosaic
NZ_CP017750	mosaic
NZ_CP017191	mosaic
NZ_CP017192	mosaic
NZ_CP017193	mosaic
NC_008537	mosaic
NC_008538	mosaic
NC_008539	mosaic
NZ_CP017782	mosaic
NZ_CP017783	mosaic
NZ_CP017784	mosaic
NZ_CP005752	mosaic
NZ_CP005756	mosaic
NZ_CP005786	mosaic
NC_008565	mosaic
NC_008568	mosaic
NZ_CP005734	mosaic
NZ_CP005735	mosaic
NZ_CP005737	mosaic
NZ_CP005738	mosaic
NZ_CP017872	mosaic
NZ_CP017874	mosaic
NZ_CP017866	mosaic
NZ_CP017867	mosaic
NZ_CP017879	mosaic
NZ_CP017880	mosaic
NZ_CP007750	mosaic
NZ_CP017861	mosaic
NZ_CP017869	mosaic
NZ_CP017877	mosaic
NZ_CP011869	mosaic
NZ_CP013855	mosaic
NZ_CP013856	mosaic
NZ_CP001971	mosaic
NZ_CP001972	mosaic
NZ_CP011808	mosaic
NZ_CP011809	mosaic
NZ_KM923969	mosaic
NZ_CP017854	mosaic
NZ_CP017857	mosaic
NZ_CP017268	mosaic
NZ_CP017955	mosaic
NZ_CP017958	mosaic
NZ_CP017672	mosaic
NZ_CP014146	mosaic
NZ_CP009763	mosaic
NG_047533	mosaic
NZ_CP013151	mosaic
NZ_CP013152	mosaic
NZ_CP013153	mosaic
NZ_CP013154	mosaic
NZ_CP013159	mosaic
NZ_CP013169	mosaic
NZ_CP013176	mosaic
NC_009595	mosaic
NC_009596	mosaic
NC_006663	mosaic
NC_009779	mosaic
NC_007595	mosaic
NC_004838	mosaic
NC_013509	mosaic
NC_010158	mosaic
NC_010157	mosaic
NC_009377	mosaic
NC_009378	mosaic
NC_013160	mosaic
NC_009793	mosaic
NC_011721	mosaic
NC_011723	mosaic
NC_011880	mosaic
NC_011885	mosaic
NC_010635	mosaic
NC_011738	mosaic
NC_011737	mosaic
NC_008118	mosaic
NC_008119	mosaic
NC_010480	mosaic
NC_010474	mosaic
NC_008120	mosaic
NC_008121	mosaic
NC_008122	mosaic
NC_013264	mosaic
NC_009926	mosaic
NC_009927	mosaic
NC_009928	mosaic
NC_009929	mosaic
NC_009930	mosaic
NC_009931	mosaic
NC_009932	mosaic
NC_009933	mosaic
NC_013718	mosaic
NC_017153	mosaic
NC_017155	mosaic
NC_017156	mosaic
NC_010660	mosaic
NC_007385	mosaic
NC_009345	mosaic
NC_017157	mosaic
NC_017158	mosaic
NC_017159	mosaic
NC_014017	mosaic
NC_014022	mosaic
NC_014027	mosaic
NC_020296	mosaic
NC_020297	mosaic
NC_017169	mosaic
NC_017170	mosaic
NC_020263	mosaic
NC_020261	mosaic
NC_023055	mosaic
NC_017773	mosaic
NC_016833	mosaic
NC_016824	mosaic
NC_020182	mosaic
NC_020180	mosaic
NC_023056	mosaic
NZ_AP014816	mosaic
NZ_AP014817	mosaic
NZ_AP014822	mosaic
NZ_AP014824	mosaic
NZ_AP014825	mosaic
NZ_AP014826	mosaic
NC_017263	mosaic
NC_017266	mosaic
NC_017264	mosaic
NZ_AP017309	mosaic
NZ_AP017311	mosaic
NC_014170	mosaic
NZ_CP011648	mosaic
NZ_CP011649	mosaic
NZ_CP006746	mosaic
NZ_CP006747	mosaic
NZ_CP006790	mosaic
NZ_CP006791	mosaic
NZ_CP006793	mosaic
NZ_CP006807	mosaic
NZ_CP006808	mosaic
NZ_CP006756	mosaic
NZ_CP006757	mosaic
NZ_CP006760	mosaic
NZ_CP006761	mosaic
NZ_CP006749	mosaic
NZ_CP006750	mosaic
NZ_CP006752	mosaic
NZ_CP006753	mosaic
NZ_CP011119	mosaic
NZ_CP011579	mosaic
NZ_CP011580	mosaic
NZ_CP008824	mosaic
NZ_CP008825	mosaic
NZ_CP008826	mosaic
NZ_CP011048	mosaic
NZ_CP011049	mosaic
NZ_CP011582	mosaic
NZ_CP011583	mosaic
NZ_CP011573	mosaic
NZ_CP006779	mosaic
NZ_CP006780	mosaic
NZ_CP011651	mosaic
NZ_CP011652	mosaic
NZ_CP011653	mosaic
NZ_CP011654	mosaic
NZ_CP011656	mosaic
NZ_CP011637	mosaic
NZ_CP011638	mosaic
NZ_CP011639	mosaic
NZ_CP011640	mosaic
NZ_CP011641	mosaic
NZ_CP011585	mosaic
NZ_CP011586	mosaic
NZ_CP011587	mosaic
NZ_CP011588	mosaic
NZ_CP011589	mosaic
NZ_CP011590	mosaic
NZ_CP011569	mosaic
NZ_CP011570	mosaic
NZ_CP011571	mosaic
NZ_CP011598	mosaic
NZ_CP011599	mosaic
NZ_CP011600	mosaic
NZ_CP011601	mosaic
NZ_CP011603	mosaic
NZ_CP011604	mosaic
NZ_CP011606	mosaic
NZ_CP011608	mosaic
NZ_CP011609	mosaic
NZ_CP011610	mosaic
NZ_CP011611	mosaic
NC_017388	mosaic
NZ_LN681228	mosaic
NZ_CP009779	mosaic
NZ_CP009710	mosaic
NZ_CP009711	mosaic
NZ_CP009971	mosaic
NZ_CP009972	mosaic
NZ_CP010246	mosaic
NZ_CP010248	mosaic
NZ_CP010020	mosaic
NZ_CP010021	mosaic
NZ_CP010022	mosaic
NZ_CP006472	mosaic
NZ_CP010294	mosaic
NZ_CP009357	mosaic
NC_014533	mosaic
NC_014534	mosaic
NC_014502	mosaic
NC_014504	mosaic
NZ_CP009856	mosaic
NZ_CP009857	mosaic
NZ_CP009858	mosaic
NZ_CP009839	mosaic
NZ_CP009841	mosaic
NZ_CP009845	mosaic
NZ_CP006665	mosaic
NZ_CP009721	mosaic
NZ_CP009722	mosaic
NZ_CP009724	mosaic
NZ_CP008898	mosaic
NZ_CP008899	mosaic
NZ_CP008901	mosaic
NZ_CP010360	mosaic
NZ_CP012163	mosaic
NZ_CP012164	mosaic
NZ_CP009701	mosaic
NZ_CP009702	mosaic
NZ_CP009703	mosaic
NZ_CP010385	mosaic
NZ_CP010386	mosaic
NZ_CP010387	mosaic
NZ_CP009988	mosaic
NZ_CP009989	mosaic
NZ_CP009990	mosaic
NZ_CP010378	mosaic
NZ_CP010379	mosaic
NZ_CP010380	mosaic
NZ_CP009934	mosaic
NZ_CP009936	mosaic
NZ_CP009937	mosaic
NZ_CP008906	mosaic
NZ_CP008908	mosaic
NZ_CP009833	mosaic
NZ_CP009834	mosaic
NZ_CP009835	mosaic
NZ_CP009842	mosaic
NZ_CP009843	mosaic
NZ_CP009881	mosaic
NZ_CP009883	mosaic
NZ_CP009884	mosaic
NZ_CP010325	mosaic
NZ_CP010326	mosaic
NC_015063	mosaic
NZ_CP009489	mosaic
NZ_CP009490	mosaic
NZ_CP009491	mosaic
NZ_CP009837	mosaic
NZ_CP009903	mosaic
NZ_CP009904	mosaic
NZ_CP009905	mosaic
NZ_CP009713	mosaic
NZ_CP009714	mosaic
NZ_CP009867	mosaic
NZ_CP009868	mosaic
NZ_CP009869	mosaic
NZ_CP009870	mosaic
NZ_CP009871	mosaic
NZ_CP012686	mosaic
NZ_CP009782	mosaic
NZ_CP009783	mosaic
NZ_CP009784	mosaic
NC_014839	mosaic
NC_014841	mosaic
NC_019763	mosaic
NC_019730	mosaic
NC_019764	mosaic
NZ_CP006795	mosaic
NZ_CP006796	mosaic
NZ_CP006797	mosaic
NZ_CP011287	mosaic
NZ_CP014001	mosaic
NZ_CP014003	mosaic
NZ_CP010363	mosaic
NZ_CP010364	mosaic
NZ_CP010365	mosaic
NZ_CP010830	mosaic
NZ_CP010831	mosaic
NZ_CP010832	mosaic
NZ_CP012254	mosaic
NZ_CP012255	mosaic
NZ_CP012256	mosaic
NZ_CP010374	mosaic
NZ_CP013941	mosaic
NZ_CP013942	mosaic
NZ_CP013339	mosaic
NZ_CP013340	mosaic
NZ_CP012170	mosaic
NZ_CP014069	mosaic
NZ_CP007558	mosaic
NZ_CP010382	mosaic
NZ_CP010383	mosaic
NZ_CP012168	mosaic
NZ_CP012169	mosaic
NZ_CP009851	mosaic
NZ_CP009852	mosaic
NZ_CP009853	mosaic
NZ_CP014096	mosaic
NZ_CP014100	mosaic
NZ_CP014101	mosaic
NZ_CP016939	mosaic
NZ_CP016933	mosaic
NZ_CP016763	mosaic
NZ_CP016764	mosaic
NZ_CP016765	mosaic
NC_005813	mosaic
NC_005815	mosaic
NC_005816	mosaic
NZ_CP018144	mosaic
NZ_CP016274	mosaic
NZ_CP016275	mosaic
NZ_CP016276	mosaic
NC_021492	mosaic
NZ_CP012852	mosaic
NZ_CP012855	mosaic
NZ_CP012858	mosaic
NZ_CP012860	mosaic
NZ_CP012861	mosaic
NZ_CP012862	mosaic
NZ_CP012863	mosaic
NZ_CP012865	mosaic
NZ_CP012867	mosaic
NZ_CP016486	mosaic
NZ_CP016489	mosaic
NZ_CP016934	mosaic
NZ_CP016936	mosaic
NZ_CP016943	mosaic
NZ_CP009457	mosaic
NZ_CP016946	mosaic
NZ_CP016947	mosaic
NZ_CP009992	mosaic
NZ_CP009993	mosaic
NZ_CP009994	mosaic
NZ_CP009995	mosaic
NZ_CP016890	mosaic
NZ_CP016891	mosaic
NZ_CP018025	mosaic
NZ_CP018028	mosaic
NZ_CP018078	mosaic
NZ_CP018081	mosaic
NZ_CP018066	mosaic
NZ_CP018067	mosaic
NZ_CP018068	mosaic
NZ_CP018069	mosaic
NZ_CP011540	mosaic
NZ_CP017058	mosaic
NZ_CP017059	mosaic
NC_009141	mosaic
NC_003277	mosaic
NC_032098	mosaic
NC_032103	mosaic
NC_032100	mosaic
NC_032101	mosaic
NC_032099	mosaic
NZ_CP012886	mosaic
NZ_CP012887	mosaic
NZ_CP012888	mosaic
NZ_CP017055	mosaic
NZ_CP017056	mosaic
NZ_CP016365	mosaic
NZ_CP016366	mosaic
NZ_CP016368	mosaic
NZ_CP018185	mosaic
NZ_CP013054	mosaic
NZ_CP018222	mosaic
NZ_CP018223	mosaic
NZ_CP018224	mosaic
NZ_CP018225	mosaic
NZ_CP010898	mosaic
NZ_CP015116	mosaic
NZ_CP018229	mosaic
NZ_CP018230	mosaic
NZ_CP018231	mosaic
NZ_CP018233	mosaic
NZ_CP018234	mosaic
NZ_CP018235	mosaic
NZ_CP018236	mosaic
NZ_CP013108	mosaic
NZ_CP013109	mosaic
NZ_CP013110	mosaic
NZ_CP018070	mosaic
NZ_CP018072	mosaic
NZ_CP018073	mosaic
NZ_CP018257	mosaic
NZ_CP018255	mosaic
NZ_CP013071	mosaic
NZ_CP013072	mosaic
NZ_CP013073	mosaic
NZ_CP016918	mosaic
NZ_CP017764	mosaic
NZ_CP018422	mosaic
NZ_CP009979	mosaic
NZ_CP009980	mosaic
NZ_CP008850	mosaic
NZ_CP008851	mosaic
NC_007762	mosaic
NC_004041	mosaic
NZ_CP018270	mosaic
NZ_CP018280	mosaic
NZ_CP018284	mosaic
NZ_CP018290	mosaic
NZ_CP015623	mosaic
NZ_CP015624	mosaic
NZ_CP018463	mosaic
NZ_CP018464	mosaic
NZ_CP018465	mosaic
NZ_CP018466	mosaic
NZ_CP018469	mosaic
NZ_CP018471	mosaic
NZ_CP018472	mosaic
NZ_CP018473	mosaic
NZ_CP018474	mosaic
NZ_CP018727	mosaic
NZ_CP017242	mosaic
NZ_CP017243	mosaic
NZ_CP017244	mosaic
NZ_CP018729	mosaic
NZ_CP018730	mosaic
NZ_CP016215	mosaic
NZ_CP017008	mosaic
NZ_CP017010	mosaic
NZ_CP016555	mosaic
NZ_CP018764	mosaic
NZ_CP018765	mosaic
NZ_CP018797	mosaic
NZ_CP018798	mosaic
NZ_CP016296	mosaic
NZ_CP016297	mosaic
NZ_CP016299	mosaic
NZ_CP016301	mosaic
NZ_CP016302	mosaic
NZ_CP018862	mosaic
NZ_CP018855	mosaic
NZ_CP018856	mosaic
NZ_CP018857	mosaic
NZ_CP018821	mosaic
NZ_CP018860	mosaic
NZ_CP018852	mosaic
NZ_CP018853	mosaic
NZ_CP018848	mosaic
NZ_CP018849	mosaic
NZ_CP018815	mosaic
NG_051846	mosaic
NG_051844	mosaic
NG_052059	mosaic
NG_052256	mosaic
NG_052269	mosaic
NG_052270	mosaic
NG_052324	mosaic
NZ_LT596222	mosaic
NZ_CP013758	mosaic
NZ_CP013759	mosaic
NZ_CP013760	mosaic
NZ_CP013761	mosaic
NZ_CP013774	mosaic
NZ_CP013775	mosaic
NZ_CP013776	mosaic
NZ_CP013777	mosaic
NZ_CP013779	mosaic
NZ_CP013780	mosaic
NZ_CP013802	mosaic
NZ_CP013803	mosaic
NZ_CP013804	mosaic
NZ_CP013805	mosaic
NZ_CP013763	mosaic
NZ_CP013764	mosaic
NZ_CP013765	mosaic
NZ_CP013766	mosaic
NZ_CP013767	mosaic
NZ_CP013787	mosaic
NZ_CP013788	mosaic
NZ_CP013789	mosaic
NZ_CP013790	mosaic
NZ_CP013769	mosaic
NZ_CP013770	mosaic
NZ_CP013771	mosaic
NZ_CP013772	mosaic
NZ_CP013797	mosaic
NZ_CP013798	mosaic
NZ_CP013799	mosaic
NZ_CP013800	mosaic
NZ_CP013782	mosaic
NZ_CP013783	mosaic
NZ_CP013784	mosaic
NZ_CP013785	mosaic
NZ_CP013807	mosaic
NZ_CP013808	mosaic
NZ_CP013809	mosaic
NZ_CP013810	mosaic
NZ_CP018904	mosaic
NZ_CP018905	mosaic
NZ_CP018901	mosaic
NZ_CP017300	mosaic
NZ_CP017304	mosaic
NZ_CP017997	mosaic
NZ_CP018831	mosaic
NZ_CP018832	mosaic
NZ_CP018834	mosaic
NZ_CP018825	mosaic
NZ_CP018827	mosaic
NZ_CP018829	mosaic
NZ_CP018320	mosaic
NZ_CP009424	mosaic
NZ_CP009425	mosaic
NZ_CP019237	mosaic
NZ_CP019238	mosaic
NG_047251	mosaic
NG_047373	mosaic
NG_047559	mosaic
NG_047655	mosaic
NG_047770	mosaic
NG_051697	mosaic
NZ_CP014798	mosaic
NZ_CP014799	mosaic
NZ_CP014800	mosaic
NZ_CP014801	mosaic
NZ_CP014803	mosaic
NZ_CP014804	mosaic
NZ_CP015092	mosaic
NZ_CP015094	mosaic
NZ_CP015095	mosaic
NZ_CP013918	mosaic
NZ_CP015617	mosaic
NZ_CP015618	mosaic
NZ_CP018872	mosaic
NZ_CP019126	mosaic
NZ_CP019128	mosaic
NZ_CP014810	mosaic
NZ_CP014811	mosaic
NZ_CP014812	mosaic
NZ_CP014814	mosaic
NZ_CP014815	mosaic
NZ_CP014816	mosaic
NZ_CP014819	mosaic
NZ_CP014823	mosaic
NZ_CP014829	mosaic
NZ_CP009680	mosaic
NC_010258	mosaic
NZ_CP018203	mosaic
NZ_CP018204	mosaic
NZ_CP017408	mosaic
NZ_CP017411	mosaic
NZ_CP019513	mosaic
NZ_CP019514	mosaic
NZ_CP019589	mosaic
NZ_CP016005	mosaic
NC_022531	mosaic
NZ_AP014882	mosaic
NZ_CP018824	mosaic
NZ_CP019671	mosaic
NZ_CP014433	mosaic
NZ_CP014434	mosaic
NZ_CP014427	mosaic
NZ_CP014428	mosaic
NC_006625	mosaic
NC_017541	mosaic
NC_022078	mosaic
NC_022083	mosaic
NZ_CP003994	mosaic
NZ_CP003997	mosaic
NZ_CP003998	mosaic
NZ_CP004000	mosaic
NC_009649	mosaic
NC_009650	mosaic
NC_009651	mosaic
NC_009653	mosaic
NC_011282	mosaic
NC_011281	mosaic
NC_018107	mosaic
NC_021501	mosaic
NZ_CP006919	mosaic
NZ_CP006921	mosaic
NZ_CP006922	mosaic
NZ_CP006924	mosaic
NZ_CP006925	mosaic
NZ_CP006926	mosaic
NZ_CP006927	mosaic
NZ_CP006928	mosaic
NZ_CP008828	mosaic
NZ_CP008829	mosaic
NZ_CP008830	mosaic
NZ_CP008832	mosaic
NZ_CP008833	mosaic
NZ_CP007732	mosaic
NZ_CP007733	mosaic
NZ_CP007734	mosaic
NZ_CP007735	mosaic
NZ_CP007736	mosaic
NZ_CP009877	mosaic
NZ_CP009879	mosaic
NZ_CP008798	mosaic
NZ_CP008799	mosaic
NZ_CP008800	mosaic
NZ_CP008789	mosaic
NZ_CP008790	mosaic
NZ_CP008791	mosaic
NZ_CP007728	mosaic
NZ_CP007729	mosaic
NZ_CP007730	mosaic
NZ_CP008930	mosaic
NZ_CP008932	mosaic
NZ_CP008933	mosaic
NZ_CP009873	mosaic
NZ_CP009874	mosaic
NZ_CP009875	mosaic
NZ_CP009864	mosaic
NZ_CP009865	mosaic
NZ_CP008842	mosaic
NZ_CP008843	mosaic
NZ_CP010390	mosaic
NZ_CP010391	mosaic
NZ_CP010362	mosaic
NZ_CP010393	mosaic
NZ_CP010394	mosaic
NZ_CP010395	mosaic
NZ_CP010396	mosaic
NZ_CP010574	mosaic
NZ_CP010575	mosaic
NZ_CP010576	mosaic
NZ_CP011314	mosaic
NZ_CP011316	mosaic
NZ_CP011643	mosaic
NZ_CP011644	mosaic
NZ_CP011645	mosaic
NZ_CP011646	mosaic
NZ_CP011625	mosaic
NZ_CP011626	mosaic
NZ_CP011627	mosaic
NZ_CP011628	mosaic
NZ_CP011629	mosaic
NZ_CP011630	mosaic
NZ_CP011631	mosaic
NZ_CP011632	mosaic
NZ_CP011633	mosaic
NZ_CP011634	mosaic
NZ_CP011635	mosaic
NZ_CP011575	mosaic
NZ_CP011576	mosaic
NZ_CP011577	mosaic
NZ_CP011620	mosaic
NZ_CP011621	mosaic
NZ_CP011622	mosaic
NZ_CP011623	mosaic
NZ_CP011592	mosaic
NZ_CP011593	mosaic
NZ_CP011594	mosaic
NZ_CP011595	mosaic
NZ_CP011596	mosaic
NZ_CP011613	mosaic
NZ_CP011614	mosaic
NZ_CP011615	mosaic
NZ_CP011616	mosaic
NZ_CP011617	mosaic
NZ_CP009115	mosaic
NZ_CP009116	mosaic
NZ_FO834904	mosaic
NZ_FO834905	mosaic
NZ_CP010389	mosaic
NZ_CP019677	mosaic
NZ_CP009772	mosaic
NZ_CP009773	mosaic
NZ_CP009774	mosaic
NZ_CP006799	mosaic
NZ_CP006800	mosaic
NZ_CP006801	mosaic
NZ_CP006802	mosaic
NZ_CP009776	mosaic
NZ_CP009777	mosaic
NZ_CP009778	mosaic
NZ_CP011986	mosaic
NZ_CP011987	mosaic
NZ_CP011988	mosaic
NZ_CP011977	mosaic
NZ_CP011978	mosaic
NZ_CP011979	mosaic
NZ_CP012884	mosaic
NZ_CP011990	mosaic
NZ_CP011991	mosaic
NZ_CP011992	mosaic
NZ_CP011993	mosaic
NZ_CP013323	mosaic
NZ_CP013324	mosaic
NZ_CP013325	mosaic
NZ_CP013326	mosaic
NZ_CP013712	mosaic
NZ_CP006660	mosaic
NZ_CP006661	mosaic
NZ_CP006662	mosaic
NZ_CP006663	mosaic
NZ_CP014005	mosaic
NZ_CP014006	mosaic
NZ_CP014009	mosaic
NZ_AP014952	mosaic
NZ_AP014953	mosaic
NZ_AP014954	mosaic
NZ_CP012988	mosaic
NZ_CP012989	mosaic
NZ_CP012990	mosaic
NZ_CP012991	mosaic
NZ_CP012993	mosaic
NZ_CP012994	mosaic
NZ_CP012995	mosaic
NZ_CP014305	mosaic
NZ_CP015501	mosaic
NZ_CP015502	mosaic
NZ_CP015503	mosaic
NZ_CP011981	mosaic
NZ_CP011982	mosaic
NZ_CP011983	mosaic
NZ_CP011984	mosaic
NZ_CP014011	mosaic
NZ_CP015131	mosaic
NZ_CP015132	mosaic
NZ_CP015133	mosaic
NZ_CP015991	mosaic
NZ_CP015026	mosaic
NZ_CP014763	mosaic
NZ_CP014765	mosaic
NZ_CP014648	mosaic
NZ_CP014649	mosaic
NZ_CP014650	mosaic
NZ_CP017451	mosaic
NZ_CP017452	mosaic
NZ_CP015823	mosaic
NZ_CP015824	mosaic
NZ_CP015825	mosaic
NZ_CP016810	mosaic
NZ_CP016812	mosaic
NZ_CP016919	mosaic
NZ_CP016920	mosaic
NZ_CP016921	mosaic
NZ_CP016922	mosaic
NZ_CP016815	mosaic
NZ_CP012562	mosaic
NZ_CP012563	mosaic
NZ_CP012564	mosaic
NZ_CP012565	mosaic
NZ_CP012566	mosaic
NZ_CP012567	mosaic
NZ_CP012569	mosaic
NZ_CP012570	mosaic
NZ_CP012571	mosaic
NZ_CP012572	mosaic
NZ_CP017386	mosaic
NZ_CP017387	mosaic
NZ_CP016925	mosaic
NZ_CP016927	mosaic
NZ_CP017935	mosaic
NZ_CP017936	mosaic
NZ_CP017937	mosaic
NZ_CP011839	mosaic
NZ_CP012428	mosaic
NZ_CP014697	mosaic
NZ_CP014698	mosaic
NZ_CP017929	mosaic
NZ_CP017930	mosaic
NZ_CP017931	mosaic
NZ_CP017932	mosaic
NZ_CP017933	mosaic
NZ_CP018460	mosaic
NZ_CP018461	mosaic
NZ_CP018462	mosaic
NZ_CP018455	mosaic
NZ_CP018448	mosaic
NZ_CP018449	mosaic
NZ_CP018451	mosaic
NZ_CP018452	mosaic
NZ_CP018353	mosaic
NZ_CP018354	mosaic
NZ_CP018355	mosaic
NZ_CP018365	mosaic
NZ_CP018366	mosaic
NZ_CP018338	mosaic
NZ_CP018339	mosaic
NZ_CP018340	mosaic
NZ_CP018341	mosaic
NZ_CP018342	mosaic
NZ_CP018343	mosaic
NZ_CP018439	mosaic
NZ_CP018441	mosaic
NZ_CP018442	mosaic
NZ_CP018443	mosaic
NZ_CP018444	mosaic
NZ_CP018445	mosaic
NZ_CP018687	mosaic
NZ_CP018689	mosaic
NZ_CP018690	mosaic
NZ_CP018691	mosaic
NZ_CP018696	mosaic
NZ_CP018698	mosaic
NZ_CP018699	mosaic
NZ_CP018700	mosaic
NZ_CP018702	mosaic
NZ_CP018704	mosaic
NZ_CP018705	mosaic
NZ_CP018706	mosaic
NZ_CP018736	mosaic
NZ_CP018737	mosaic
NZ_CP015135	mosaic
NZ_CP018708	mosaic
NZ_CP018710	mosaic
NZ_CP018711	mosaic
NZ_CP018712	mosaic
NZ_CP018666	mosaic
NZ_CP018668	mosaic
NZ_CP018669	mosaic
NZ_CP018670	mosaic
NZ_CP018693	mosaic
NZ_CP018694	mosaic
NZ_CP018817	mosaic
NZ_CP018818	mosaic
NZ_CP018819	mosaic
NZ_CP018714	mosaic
NZ_CP018716	mosaic
NZ_CP018717	mosaic
NZ_CP018718	mosaic
NZ_CP018720	mosaic
NZ_CP018722	mosaic
NZ_CP018723	mosaic
NZ_CP018724	mosaic
NZ_CP019220	mosaic
NZ_CP017850	mosaic
NZ_CP017851	mosaic
NZ_CP017852	mosaic
NZ_CP017853	mosaic
NZ_CP018313	mosaic
NZ_CP018315	mosaic
NZ_CP018316	mosaic
NZ_CP018317	mosaic
NZ_CP018318	mosaic
NZ_CP017986	mosaic
NZ_CP017987	mosaic
NZ_CP017989	mosaic
NZ_CP015386	mosaic
NZ_CP015387	mosaic
NZ_CP015388	mosaic
NZ_CP015389	mosaic
NZ_CP015391	mosaic
NZ_CP018360	mosaic
NZ_CP018361	mosaic
NC_013655	mosaic
NC_013365	mosaic
NC_013370	mosaic
NC_013366	mosaic
NZ_CP017285	mosaic
NZ_CP017286	mosaic
NZ_CP017287	mosaic
NZ_CP017288	mosaic
NC_009786	mosaic
NC_009788	mosaic
NC_009789	mosaic
NC_009790	mosaic
NZ_CP017281	mosaic
NZ_CP017282	mosaic
NZ_CP017283	mosaic
NZ_CP015383	mosaic
NZ_CP015384	mosaic
NC_010488	mosaic
NC_011419	mosaic
NC_009837	mosaic
NC_009838	mosaic
NC_017627	mosaic
NC_013010	mosaic
NC_013942	mosaic
NC_011743	mosaic
NC_016904	mosaic
NC_016903	mosaic
NC_011350	mosaic
NC_017637	mosaic
NC_017636	mosaic
NC_017647	mosaic
NC_017648	mosaic
NC_013369	mosaic
NC_013362	mosaic
NC_014543	mosaic
NC_017665	mosaic
NC_017662	mosaic
NC_017657	mosaic
NC_017654	mosaic
NC_017658	mosaic
NC_017661	mosaic
NC_018654	mosaic
NC_018652	mosaic
NC_018662	mosaic
NC_018663	mosaic
NC_017907	mosaic
NC_010719	mosaic
NC_010720	mosaic
NC_002142	mosaic
NZ_CP015393	mosaic
NZ_CP015394	mosaic
NZ_CP015395	mosaic
NZ_CP015396	mosaic
NZ_CP015397	mosaic
NC_017639	mosaic
NC_017642	mosaic
NC_017640	mosaic
NC_017645	mosaic
NZ_CP018429	mosaic
NZ_CP018430	mosaic
NZ_CP018431	mosaic
NZ_CP018432	mosaic
NZ_CP016161	mosaic
NZ_CP018433	mosaic
NZ_CP018434	mosaic
NZ_CP018435	mosaic
NZ_CP018436	mosaic
NC_017630	mosaic
NZ_CP018423	mosaic
NZ_CP018424	mosaic
NZ_CP018425	mosaic
NZ_CP018426	mosaic
NC_017721	mosaic
NC_017722	mosaic
NC_017724	mosaic
NC_007941	mosaic
NC_022661	mosaic
NC_022649	mosaic
NC_022662	mosaic
NC_022651	mosaic
NZ_CP006028	mosaic
NZ_CP006029	mosaic
NZ_CP006263	mosaic
NZ_CP006264	mosaic
NZ_CP019439	mosaic
NZ_CP007134	mosaic
NZ_CP007135	mosaic
NZ_CP007137	mosaic
NZ_CP007138	mosaic
NZ_CP008806	mosaic
NZ_CP008958	mosaic
NZ_CP019665	mosaic
NC_022371	mosaic
NZ_CP009579	mosaic
NZ_CP009580	mosaic
NG_052861	mosaic
NG_052893	mosaic
NZ_CP005931	mosaic
NZ_CP009860	mosaic
NZ_CP009862	mosaic
NZ_CP009105	mosaic
NZ_CP010345	mosaic
NZ_CP010879	mosaic
NZ_CP010880	mosaic
NZ_CP010881	mosaic
NZ_CP010882	mosaic
NZ_CP010372	mosaic
NZ_CP010373	mosaic
