locus	CDS
NZ_CP009672	17
NZ_CP009673	11
NZ_CP009674	17
NZ_CP009675	10
NC_020525	10
NZ_CP009289	26
NZ_CP007713	8
NZ_CP007714	6
NZ_HG977523	88
NZ_HG977524	81
NZ_HG977525	8
NZ_HG977527	87
NZ_HG977528	78
NZ_HG977529	7
NZ_CP010269	8
NZ_CP010270	168
NZ_CP004394	135
NZ_CP004395	133
NZ_CP004396	118
NZ_CP004397	20
NZ_CP004398	8
NZ_CP010452	14
NZ_CP010312	258
NZ_AP014681	97
NZ_AP014682	48
NZ_AP014570	22
NC_021233	48
NC_021225	43
NC_021226	49
NC_021234	35
NC_021227	19
NC_021228	9
NZ_CP010527	19
NZ_CP009437	4
NZ_CP009445	2
NZ_CP009446	8
NZ_CP009342	4
NZ_CP009443	7
NZ_CP010782	9
NZ_AP014650	201
NC_011352	42
NZ_CP010302	55
NZ_CP010303	47
NZ_CP010073	54
NZ_CP010074	47
NZ_CP009689	12
NZ_CP009690	13
NZ_CP009691	354
NZ_CP009915	9
NZ_CP009916	3
NZ_CP009917	1
NZ_CP009918	12
NZ_CP009919	61
NZ_CP009921	312
NZ_CP007791	13
NZ_CP007792	86
NZ_CP009324	168
NZ_CP009326	94
NZ_CP009327	171
NZ_CP009329	94
NZ_CP009330	172
NZ_CP010793	170
NZ_CP010794	93
NZ_CP009339	94
NZ_CP009340	170
NZ_CP009645	6
NZ_CP009646	6
NZ_CP009647	12
NZ_CP009648	12
NZ_CP009649	124
NZ_CP009650	274
NZ_CP010814	171
NZ_CP010815	95
NZ_CP009462	94
NZ_CP009463	166
NZ_CP009542	95
NZ_CP009543	171
NZ_CP009314	93
NZ_CP009316	169
NZ_CP009698	92
NZ_CP009699	168
NZ_CP010087	83
NZ_CP009299	212
NZ_CP009599	72
NZ_CP009717	8
NZ_CP009718	72
NZ_CP009719	16
NZ_CP009317	164
NZ_CP009589	71
NZ_CP009591	176
NZ_CP009592	172
NZ_CP009475	94
NZ_CP009627	32
NZ_CP009900	92
NZ_CP009901	173
NZ_CP009695	92
NZ_CP009696	169
NZ_CP009332	88
NZ_CP009333	79
NZ_CP009334	434
NZ_CP009336	215
NZ_CP009593	10
NZ_CP009594	72
NZ_CP009595	277
NZ_CP009634	7
NZ_CP009635	6
NZ_CP009636	197
NZ_CP009637	58
NZ_CP009638	76
NZ_CP009639	307
NZ_CP009640	93
NZ_CP010320	94
NZ_CP010321	171
NZ_CP009368	312
NZ_CP009540	168
NZ_CP009597	170
NZ_CP009965	5
NZ_CP009966	54
NZ_CP009967	441
NZ_CP009969	9
NZ_CP009970	8
NZ_CP009344	4
NZ_CP009345	9
NZ_CP009346	21
NZ_CP009347	245
NZ_CP009348	434
NZ_CP009349	313
NZ_CP009350	95
NZ_CP009603	72
NZ_CP009604	10
NZ_CP009606	277
NZ_CP010015	93
NZ_CP009998	325
NZ_CP009999	279
NZ_CP010000	93
NZ_CP010001	88
NZ_CP010002	81
NZ_CP010003	63
NZ_CP010004	22
NZ_CP010006	66
NZ_CP010007	9
NZ_CP010008	3
NZ_CP010009	9
NZ_CP010010	18
NZ_CP010011	9
NZ_CP010012	22
NZ_CP010853	171
NZ_CP010854	95
NZ_CP010893	41
NZ_CP010894	24
NZ_CP010948	3
NZ_CP010949	8
NZ_CP010950	8
NZ_CP006843	49
NZ_CP009908	15
NZ_CP010578	207
NZ_CP010579	80
NZ_CP010580	94
NZ_CP010581	75
NZ_CP010582	30
NZ_CP010583	4
NZ_CP006725	75
NZ_CP006726	53
NZ_CP006727	88
NZ_CP010955	32
NZ_CP010956	231
NZ_CP010957	309
NZ_CP010958	50
NZ_CP010959	21
NZ_CP010960	16
NZ_CP011016	37
NZ_CP011017	48
NZ_CP011044	46
NZ_CP011045	50
NZ_CP011046	79
NZ_CP011006	5
NZ_CP011014	113
NZ_CP010977	15
NZ_CP009011	35
NZ_CP009012	64
NZ_CP008987	35
NZ_CP008988	64
NZ_CP009059	68
NZ_CP009060	26
NZ_CP009061	21
NZ_CP009062	30
NZ_CP009063	27
NZ_CP009064	19
NZ_CP009065	16
NZ_CP009066	27
NZ_CP009067	32
NZ_CP009068	42
NZ_CP009069	41
NZ_CP009070	42
NZ_CP009071	42
NZ_CP008990	36
NZ_CP008991	64
NZ_CP009026	31
NZ_CP009027	65
NZ_HG004427	69
NZ_CP009017	35
NZ_CP009018	64
NZ_CP009002	35
NZ_CP009003	62
NZ_CP009014	35
NZ_CP009015	64
NZ_CP009432	148
NZ_CP009433	150
NZ_CP009029	16
NZ_CP009030	63
NZ_CP009035	16
NZ_CP009036	63
NZ_CP008999	35
NZ_CP009000	62
NZ_CP009023	28
NZ_CP009024	65
NZ_CP009032	16
NZ_CP009033	63
NZ_CP009020	28
NZ_CP009021	65
NZ_CP009005	28
NZ_CP009006	65
NZ_CP009038	16
NZ_CP009039	63
NZ_CP009008	35
NZ_CP009009	64
NZ_CP008996	35
NZ_CP008997	62
NZ_CP009629	93
NZ_CP008707	112
NZ_CP008708	9
NZ_CP008709	3
NZ_CP010801	204
NZ_CP011053	332
NZ_CP011054	211
NZ_CP008993	31
NZ_CP008994	65
NZ_CP010016	282
NZ_CP009527	23
NZ_CP009926	8
NZ_CP009924	8
NZ_CP009523	36
NZ_CP009529	24
NZ_CP009519	39
NZ_CP009525	22
NZ_CP011248	524
NZ_CP011249	177
NZ_CP011296	225
NZ_CP011297	273
NZ_CP011298	24
NZ_CP011383	95
NZ_CP011384	22
NZ_CP011385	4
NZ_CP006257	61
NZ_CP011404	163
NZ_CP011405	55
NZ_CP010447	10
NZ_CP011370	169
NZ_CP011478	15
NZ_CP011480	145
NZ_CP011481	120
NC_016942	21
NZ_CP011350	628
NZ_CP011351	82
NZ_CP011352	66
NZ_CP011353	11
NZ_CP011354	9
NZ_CP011355	20
NZ_CP011356	9
NZ_CP011357	100
NZ_CP011358	89
NC_019898	142
NZ_CP011543	41
NZ_CP011544	55
NC_008696	52
NZ_CP011450	360
NZ_CP010780	121
NZ_CP007602	65
NZ_LN831788	120
NZ_LN831789	142
NZ_CP011771	206
NZ_CP011772	121
NZ_CP011537	33
NZ_CP009688	7
NZ_CP011804	22
NZ_CP011963	47
NZ_CP012010	27
NZ_CP012025	16
NZ_CP010856	234
NZ_CP010857	216
NZ_CP010858	185
NZ_CP010859	177
NZ_CP010860	136
NZ_CP010861	125
NZ_CP010862	106
NZ_CP010863	108
NZ_CP010864	97
NZ_CP010865	41
NZ_CP010866	7
NZ_CP011933	69
NZ_CP011936	69
NZ_CP010587	60
NZ_CP012007	185
NZ_CP012008	112
NZ_CP011788	4
NZ_CP012005	158
NZ_CP012385	180
NZ_CP012386	50
NZ_CP012367	182
NZ_CP012368	51
NC_019846	173
NC_019847	230
NC_019848	1320
NC_019849	1537
NZ_CP012399	787
NC_012247	62
NC_012252	40
NC_012239	21
NC_012242	16
NC_012260	30
NC_012265	42
NC_012267	26
NC_012230	27
NC_012234	107
NC_012105	42
NC_012174	20
NC_012179	16
NC_012110	41
NC_012111	42
NC_012113	42
NC_012163	25
NC_012106	86
NC_012182	31
NC_012196	34
NC_012199	65
NC_012104	26
NC_012168	19
NC_012107	30
NC_012184	39
NC_012112	42
NC_012114	42
NC_012165	27
NC_012506	18
NC_012518	44
NC_012494	32
NC_012496	36
NC_012512	26
NC_012499	28
NC_012515	42
NC_012504	65
NC_012509	41
NC_012497	12
NC_012251	42
NC_012253	85
NC_012243	17
NC_012266	43
NC_012248	20
NC_012229	23
NC_012233	32
NC_012238	18
NC_012256	9
NC_012257	42
NC_012261	26
NC_012262	24
NC_012245	32
NC_012268	42
NC_012232	20
NC_012236	25
NC_012240	27
NC_012241	66
NC_012264	41
NC_018021	29
NC_024955	132
NC_019101	1
NC_019102	7
NC_019112	114
NC_019114	258
NC_019115	96
NC_019116	163
NC_019117	152
NC_019118	161
NC_019121	200
NC_019122	164
NC_019123	132
NC_019131	121
NC_019132	3
NC_001848	9
NC_019134	4
NC_019135	4
NC_019136	6
NC_019137	144
NC_003079	6
NC_007208	83
NC_012693	180
NC_012916	4
NC_019099	70
NC_019124	48
NC_010894	3
NC_011897	5
NC_019125	179
NC_019126	67
NC_002305	207
NC_002056	6
NC_002090	6
NC_003292	63
NC_005014	134
NC_006815	4
NC_006816	103
NC_009807	6
NC_010896	4
NC_013104	10
NC_013437	110
NC_014476	119
NC_015570	7
NC_015965	103
NC_019001	163
NC_019108	140
NC_019109	163
NC_019111	125
NC_019113	11
NC_023899	90
NC_023900	97
NC_009980	52
NC_009982	51
NC_010421	47
NC_010422	88
NC_010716	43
NC_015392	10
NC_019105	117
NC_019106	112
NC_019107	198
NC_010259	6
NC_014003	6
NC_002638	48
NC_005862	7
NC_009981	222
NC_010119	127
NC_010500	9
NC_003455	3
NC_003456	3
NC_003457	4
NC_005002	1
NC_010860	53
NC_014354	5
NC_019120	84
NC_019127	1
NC_021927	1
NC_018954	128
NC_018966	127
NC_019104	95
NC_011604	11
NC_011422	33
NC_010879	16
NC_019103	4
NC_015575	8
NC_019138	41
NC_010993	4
NC_022376	8
NC_025026	8
NZ_CP012423	22
NZ_CP012424	13
NZ_CP012425	10
NZ_CP008935	23
NZ_CP004361	5
NZ_CP004362	2
NZ_CP004363	26
NZ_CP004364	85
NZ_CP004365	339
NZ_CP011457	89
NZ_CP009221	24
NZ_CP009222	30
NZ_CP009453	239
NZ_CP011523	94
NZ_CP012484	9
NZ_CP012485	14
NZ_CP012486	10
NZ_CP012520	171
NZ_CP012521	95
NZ_CP012592	5
NC_019555	178
NC_019359	13
NC_021489	10
NC_025107	5
NC_025108	9
NC_025111	68
NC_024959	13
NC_019983	22
NC_019984	22
NC_019991	23
NC_020122	37
NC_020123	69
NC_020131	10
NC_017097	6
NC_024987	20
NC_025003	8
NC_019310	82
NC_021922	10
NC_021185	6
NC_021230	6
NC_022598	63
NC_023385	3
NC_015173	19
NC_024973	4
NC_021170	38
NC_022573	5
NC_022574	5
NC_022577	5
NC_024989	17
NC_025002	17
NC_025020	5
NC_025146	329
NC_006872	36
NC_019358	16
NC_019371	10
NC_019372	2
NC_019379	14
NC_019900	7
NC_019340	11
NC_024993	3
NC_024994	8
NC_024995	4
NC_024999	13
NC_019110	3
NC_021835	1
NC_021836	2
NC_019133	8
NC_023322	49
NC_023280	5
NC_023281	2
NC_019200	4
NC_022995	535
NC_021809	102
NC_019275	6
NC_019276	6
NC_019294	6
NC_019306	7
NC_019278	13
NC_019783	34
NC_019798	25
NC_021210	9
NC_021211	11
NC_021212	44
NC_023916	128
NC_019098	48
NC_020278	86
NC_022374	70
NC_022377	65
NC_023277	249
NC_023289	204
NC_023329	125
NC_023907	41
NC_024954	53
NC_024967	97
NC_025182	48
NC_019161	38
NC_020132	165
NC_021180	53
NC_021654	159
NC_021655	69
NC_021656	43
NC_021666	14
NC_021667	171
NC_022609	121
NC_022740	64
NC_023027	80
NC_023898	155
NC_025134	67
NC_023274	44
NC_019318	60
NC_022589	95
NC_019128	52
NC_019129	49
NC_019130	52
NC_023291	152
NC_019265	65
NC_019266	51
NC_019292	42
NC_021250	135
NC_022599	113
NC_021664	62
NC_021660	66
NC_019320	68
NC_022235	132
NC_022590	113
NC_025152	92
NC_019313	436
NC_019424	101
NZ_CP011453	63
NZ_CP012509	62
NZ_CP012510	56
NZ_CP012511	207
NZ_CP012512	40
NZ_CP012476	34
NZ_CP012477	619
NZ_CP012478	138
NC_000923	10
NC_011410	7
NC_012033	8
NC_019277	8
NC_019293	6
NC_019305	9
NC_019426	42
NC_021229	164
NC_022267	133
NC_022372	148
NC_022522	164
NC_023275	125
NC_023276	107
NC_023290	121
NC_024983	341
NC_024990	24
NC_024991	24
NC_024992	180
NC_025148	13
NC_025149	9
NC_025150	10
NC_025068	8
NC_025109	87
NZ_CP007068	1432
NZ_CP007069	467
NZ_CP007070	222
NC_023314	61
NZ_CP012688	1476
NC_021624	154
NZ_CP012414	46
NZ_CP012415	42
NZ_CP012416	89
NZ_CP012417	43
NZ_CP011565	106
NZ_CP010870	175
NZ_CP010871	154
NZ_CP010872	154
NC_022565	11
NZ_CP012701	174
NZ_CP012702	69
NZ_CP012703	42
NZ_CP012704	26
NZ_CP012705	15
NC_010311	158
NC_025106	87
NC_025161	7
NC_025162	5
NZ_CP012698	133
NZ_CP012699	107
NZ_CP009430	379
NZ_CP009431	132
NZ_CP010328	25
NZ_CP013117	105
NZ_LN879548	22
NZ_CP013134	30
NZ_CP013135	16
NC_025190	9
NC_021158	17
NC_012040	44
NC_010558	172
NC_011376	2
NC_011377	2
NC_002126	24
NC_001382	2
NC_020086	107
NC_020087	163
NC_020991	96
NC_021502	167
NC_023330	46
NZ_CP013335	6
NZ_CP013143	14
NZ_LN865144	12
NZ_LN831028	15
NZ_CP013139	758
NZ_CP012031	48
NZ_CP012032	42
NZ_CP013354	9
NC_028653	94
NC_028665	86
NZ_CP013691	95
NZ_CP013613	59
NZ_CP013255	103
NZ_CP013256	6
NZ_CP013257	5
NZ_CP013258	4
NZ_CP010819	13
NZ_CP013748	3
NZ_CP013746	176
NZ_LN606601	94
NZ_LN609303	165
NZ_LN609304	20
NZ_LN831303	288
NZ_LN831304	152
NZ_LN831305	103
NZ_LN879503	147
NZ_CP013734	45
NZ_CP013735	31
NZ_CP013736	34
NZ_CP007256	84
NZ_CP007257	421
NZ_CP011850	207
NZ_CP011851	42
NZ_CP011852	56
NZ_CP012123	34
NZ_CP012124	13
NZ_CP013069	302
NZ_CP011920	167
NZ_CP010351	412
NZ_CP010352	4
NZ_CP010353	7
NZ_CP010354	11
NZ_CP010355	9
NZ_CP010356	17
NZ_CP010357	14
NZ_CP010358	91
NZ_CP013925	62
NZ_CP013966	149
NZ_CP013967	8
NZ_CP013968	7
NZ_CP013969	7
NZ_CP011146	217
NZ_CP013995	420
NZ_CP013996	56
NZ_LN997847	12
NZ_CP004407	10
NZ_CP004408	1
NZ_CP012915	1523
NZ_CP012916	635
NZ_CP012917	560
NZ_CP012918	182
NZ_CP012919	114
NC_002132	2
NZ_CP014142	150
NZ_LN890332	36
NZ_LN890333	32
NZ_LN890334	18
NZ_CP013037	46
NZ_CP013033	47
NZ_CP012906	4
NZ_CP010823	16
NZ_CP010824	19
NZ_CP010825	88
NZ_CP010826	73
NZ_CP013010	76
NZ_CP013035	46
NZ_CP012909	245
NZ_CP012910	215
NZ_CP012953	4
NZ_CP012954	6
NZ_CP012955	11
NZ_CP012956	61
NZ_CP013122	20
NZ_CP013123	9
NC_016827	43
NC_016820	39
NC_016821	24
NC_016828	14
NZ_CP009624	34
NZ_CP013337	6
NZ_CP012641	193
NZ_CP012642	14
NZ_CP013056	228
NZ_CP013057	91
NZ_CP013058	93
NZ_CP013059	82
NZ_CP013060	66
NZ_CP013061	9
NZ_CP013332	57
NZ_CP013333	16
NZ_CP012185	778
NZ_CP012186	204
NC_022742	98
NC_022743	97
NC_022741	2
NZ_LN868939	2417
NZ_LN868940	20
NZ_LN868941	97
NZ_LN868942	44
NZ_CP013179	8
NZ_CP013180	7
NZ_CP013181	7
NZ_CP013298	96
NZ_CP013299	60
NC_022344	544
NZ_CP010414	5
NZ_CP011513	218
NZ_CP013273	42
NZ_CP012182	807
NZ_CP012183	101
NZ_CP010454	2
NZ_CP009558	59
NZ_CP012651	52
NZ_CP012652	57
NZ_CP012653	18
NZ_CP012654	2
NZ_CP012655	59
NZ_CP012656	12
NZ_CP012657	93
NZ_CP012658	6
NZ_CP012659	48
NZ_CP012660	30
NZ_CP005971	69
NZ_CP010990	261
NZ_CP010991	112
NZ_CP006993	154
NZ_CP006994	24
NZ_CP006995	26
NZ_CP014177	170
NZ_CP014178	95
NZ_AP014801	87
NZ_AP014802	87
NZ_AP014803	47
NZ_AP014865	332
NZ_AP014866	264
NZ_AP014867	107
NZ_AP014868	51
NZ_AP014869	29
NZ_AP014870	20
NZ_AP014871	18
NZ_AP014872	8
NZ_CP014216	100
NZ_CP014217	7
NZ_AP014713	8
NZ_CP012742	6
NZ_CP014058	23
NZ_CP014114	30
NZ_CP014115	27
NZ_CP014068	90
NZ_CP014059	26
NZ_CP013929	249
NZ_CP013927	243
NZ_CP014345	80
NZ_CP014472	6
NZ_CP014473	83
NZ_CP014329	38
NZ_CP012912	15
NZ_CP012913	6
NZ_CP013668	42
NZ_CP014355	43
NZ_CP012962	146
NZ_CP012963	109
NZ_CP012964	104
NZ_CP012965	90
NZ_CP012966	14
NZ_CP012967	14
NC_012226	33
NC_012752	64
NZ_CP014478	143
NZ_CP014479	43
NZ_CP011023	104
NZ_CP013041	70
NZ_CP013042	42
NZ_CP013043	63
NZ_CP013044	39
NZ_CP013045	15
NZ_CP013038	16
NZ_CP013039	54
NZ_CP013040	67
NZ_CP013615	458
NZ_CP014276	284
NZ_CP014277	162
NZ_CP011009	157
NZ_CP012203	158
NZ_CP014644	201
NZ_CP014743	116
NZ_CP011829	241
NZ_CP011830	48
NZ_CP011831	11
NZ_CP014745	108
NZ_CP014746	46
NZ_CP012940	1476
NZ_CP012941	90
NZ_CP012942	39
NZ_CP012944	1537
NZ_CP014283	503
NZ_CP014284	255
NZ_CP014285	82
NZ_CP014286	72
NZ_CP014287	54
NZ_CP014288	12
NZ_CP014289	14
NZ_CP014290	8
NZ_CP006368	414
NZ_CP006369	395
NZ_CP006370	272
NZ_CP006371	86
NZ_CP006372	45
NZ_CP006373	30
NZ_CP006374	36
NZ_CP006375	2
NZ_CP014508	277
NZ_CP014509	60
NZ_CP014510	51
NZ_CP014511	22
NZ_CP014512	9
NZ_CP013265	235
NZ_CP013266	99
NZ_CP013267	86
NZ_CP013268	42
NZ_CP013269	19
NZ_CP013270	11
NZ_CP013271	11
NZ_CP013272	8
NZ_CP013003	92
NZ_CP013294	6
NZ_CP013201	14
NZ_CP013945	63
NZ_CP013946	211
NZ_CP013947	45
NZ_CP013948	58
NZ_CP014235	74
NZ_CP014236	63
NZ_CP014237	30
NZ_CP014238	41
NZ_CP013976	144
NZ_CP013977	43
NZ_CP013978	71
NZ_CP014751	56
NZ_CP013660	14
NZ_CP011928	112
NZ_CP012707	24
NZ_CP012708	14
NZ_CP012709	23
NZ_CP012710	12
NZ_CP012711	43
NZ_CP014328	40
NZ_CP014481	155
NZ_CP014482	129
NZ_CP014483	69
NZ_CP014484	46
NZ_CP014857	200
NZ_CP014846	60
NZ_CP014848	26
NZ_CP014849	49
NZ_CP014850	52
NZ_CP014851	115
NZ_CP014852	178
NZ_CP014853	260
NC_005023	13
NC_021207	3
NC_021208	5
NZ_CP013664	64
NZ_CP013665	35
NZ_CP012899	374
NZ_CP014946	17
NZ_CP015032	210
NZ_CP011106	152
NZ_CP014336	48
NZ_CP011128	6
NZ_CP013343	5
NZ_CP012270	12
NZ_CP012271	17
NZ_CP012272	29
NZ_CP012273	39
NZ_CP012274	40
NZ_CP012276	57
NZ_CP012277	22
NZ_CP012278	60
NZ_CP012279	44
NZ_CP012280	25
NZ_CP012281	13
NZ_CP012282	48
NZ_CP012284	12
NZ_CP012285	28
NZ_CP012286	39
NZ_CP012287	38
NZ_CP013345	386
NZ_CP013346	133
NZ_CP012295	9
NZ_CP012296	52
NZ_CP012289	23
NZ_CP012290	47
NZ_CP012291	141
NZ_CP012292	48
NZ_CP012293	3
NZ_CP013912	10
NZ_CP015127	1
NZ_CP015128	7
NZ_CP015129	13
NZ_CP015146	12
NZ_CP015147	5
NZ_CP015148	6
NZ_KT072713	54
NZ_CP015151	18
NZ_CP015152	156
NZ_CP015153	43
NZ_CP015154	82
NZ_CP015155	90
NZ_CP015156	93
NZ_CP015063	603
NZ_CP015065	511
NZ_CP015236	172
NZ_CP015237	163
NZ_CP013125	320
NC_017962	85
NC_017963	283
NZ_CP011121	169
NZ_CP011122	111
NZ_CP011123	34
NZ_CP011413	37
NZ_CP015422	92
NZ_CP015419	92
NZ_CP015420	81
NZ_LT546646	6
NZ_CP011159	46
NZ_CP011408	48
NZ_CP011282	167
NZ_CP011283	64
NZ_CP011284	41
NZ_CP011285	13
NZ_CP015123	63
NZ_CP011156	370
NZ_CP011157	137
NZ_CP011152	471
NZ_CP011154	474
NZ_CP015323	92
NZ_CP015324	54
NZ_CP015325	93
NZ_CP015326	59
NZ_CP015327	55
NZ_CP015328	75
NZ_CP015329	12
NZ_CP015330	5
NZ_CP015372	137
NZ_CP015373	86
NZ_CP015374	31
NZ_CP015119	113
NC_020894	154
NC_020293	73
NC_013596	33
NZ_CP015441	222
NZ_CP005190	295
NZ_CP005191	324
NZ_CP005192	99
NZ_CP005193	41
NC_021832	15
NZ_CP015517	73
NC_022001	76
NC_021986	31
NC_019893	29
NC_019894	51
NC_019895	31
NZ_KU499859	6
NC_017766	154
NC_016972	73
NC_015951	265
NC_015952	222
NZ_CP015083	167
NZ_CP015084	55
NZ_CP015522	74
NZ_CP015523	182
NC_015382	219
NC_015377	115
NC_015378	133
NC_015383	340
NC_015727	1299
NC_015724	375
NC_010625	1639
NC_010627	527
NC_016626	1773
NC_016591	395
NC_016592	98
NC_009475	214
NC_010631	287
NC_010632	238
NC_010630	89
NC_010633	54
NC_010629	26
NC_019679	24
NC_019686	3
NC_010679	155
NC_008269	1008
NC_008270	409
NC_008271	292
NC_011892	432
NC_011887	420
NC_011893	44
NC_011895	41
NC_011888	16
NC_011889	8
NC_011890	8
NZ_CP003950	157
NZ_CP003951	84
NZ_CP003952	75
NZ_CP003953	59
NZ_CP003954	85
NZ_CP003955	32
NZ_CP003956	33
NZ_CP003957	136
NZ_CP003958	29
NZ_CP007575	13
NC_023497	46
NZ_AP014579	1319
NZ_CP009319	31
NZ_CP009320	50
NZ_AP014580	481
NZ_CP009321	190
NZ_AP014581	198
NZ_CP003988	226
NZ_CP008954	126
NZ_CP010024	422
NZ_CP011665	511
NZ_CP011666	104
NZ_CP011667	169
NZ_CP010408	287
NZ_CP012984	172
NZ_CP012748	2211
NZ_CP012383	121
NZ_CP013104	1751
NZ_CP013105	345
NZ_LN997843	600
NZ_LN997844	99
NZ_LN997845	71
NC_012848	751
NC_012858	638
NC_012853	503
NC_012852	306
NC_012854	281
NZ_CP015038	174
NC_010553	266
NC_014120	436
NZ_CP014580	275
NZ_CP014581	151
NZ_CP014582	27
NC_020050	312
NC_019744	132
NC_019758	21
NC_008385	47
NC_012723	128
NC_012718	112
NC_012720	113
NC_012725	112
NZ_AP014659	197
NZ_AP014686	203
NZ_AP014687	138
NZ_AP014688	135
NZ_CP013744	280
NC_018696	684
NC_010373	54
NC_010374	11
NC_014641	99
NC_014642	237
NC_008545	155
NC_013855	1147
NC_013856	638
NC_013857	546
NC_013858	538
NC_013859	428
NC_013860	192
NC_021056	87
NC_016110	182
NC_016115	116
NZ_CP007054	83
NC_005241	406
NZ_CP009439	135
NZ_CP009547	252
NZ_CP011506	98
NZ_CP006878	179
NZ_CP006879	479
NZ_CP006880	2282
NZ_CP007214	149
NZ_CP013381	251
NZ_CP013739	140
NZ_CP013740	9
NZ_AP014705	1406
NZ_AP014706	402
NZ_AP014707	98
NZ_AP014708	67
NZ_AP014709	42
NZ_CP007794	1634
NZ_CP007795	762
NZ_CP007796	545
NZ_CP007797	564
NZ_CP007798	111
NZ_CP009797	47
NC_017961	43
NZ_CP014775	227
NZ_CP013486	139
NZ_CP013487	281
NZ_CP013488	100
NZ_CP009154	56
NZ_CP009155	246
NZ_CP015811	16
NZ_CP015812	14
NZ_CP015813	13
NZ_CP014361	229
NZ_CP015737	571
NZ_CP015738	389
NZ_CP015739	386
NZ_CP015740	200
NZ_CP015741	144
NZ_CP015742	149
NZ_CP015743	134
NZ_CP015744	117
NZ_CP015745	119
NZ_CP015746	115
NZ_CP015747	88
NZ_CP015748	62
NZ_CP012607	62
NC_001732	53
NC_001733	13
NZ_CP015507	393
NC_014916	37
NZ_CP015601	136
NZ_CP015602	37
NZ_CP015841	9
NZ_CP015728	79
NZ_CP015729	12
NZ_CP015730	226
NZ_CP014706	9
NZ_CP014171	64
NZ_LT571450	34
NZ_LT571451	2
NZ_CP006684	139
NG_047055	1
NG_047212	1
NG_047217	1
NG_047232	1
NG_047233	1
NG_047237	1
NG_047282	1
NG_047286	1
NG_047288	1
NG_047289	1
NG_047291	1
NG_047303	1
NG_047305	1
NG_047322	1
NG_047324	1
NG_047325	1
NG_047328	1
NG_047329	1
NG_047335	1
NG_047336	1
NG_047339	1
NG_047340	1
NG_047342	1
NG_047343	1
NG_047346	1
NG_047360	1
NG_047368	1
NG_047378	1
NG_047394	1
NG_047405	1
NG_047407	1
NG_047412	1
NG_047414	1
NG_047415	1
NG_047421	1
NG_047431	1
NG_047435	1
NG_047436	1
NG_047438	1
NG_047439	1
NG_047440	1
NG_047441	1
NG_047445	1
NG_047464	1
NG_047467	1
NG_047468	1
NG_047471	1
NG_047475	1
NG_047476	1
NG_047483	1
NG_047536	1
NG_047537	1
NG_047539	1
NG_047555	1
NG_047562	1
NG_047564	1
NG_047565	1
NG_047566	1
NG_047567	1
NG_047573	1
NG_047575	1
NG_047576	1
NG_047578	1
NG_047579	1
NG_047580	1
NG_047586	1
NG_047595	1
NG_047596	1
NG_047599	1
NG_047603	1
NG_047604	1
NG_047605	1
NG_047607	1
NG_047612	1
NG_047616	1
NG_047619	1
NG_047631	1
NG_047632	1
NG_047646	1
NG_047652	1
NG_047653	1
NG_047657	1
NG_047658	1
NG_047686	1
NG_047694	1
NG_047695	1
NG_047696	1
NG_047698	1
NG_047705	1
NG_047706	1
NG_047707	1
NG_047712	1
NG_047714	1
NG_047719	1
NG_047728	1
NG_047741	1
NG_047743	1
NG_047757	1
NG_047759	1
NG_047763	1
NG_047765	1
NG_047768	1
NG_047769	1
NG_047776	1
NG_047779	1
NG_047784	1
NG_047794	1
NG_047797	1
NG_047799	1
NG_047803	1
NG_047805	1
NG_047806	1
NG_047807	1
NG_047809	1
NG_047810	1
NG_047811	1
NG_047812	1
NG_047813	1
NG_047814	1
NG_047815	1
NG_047816	1
NG_047817	1
NG_047824	1
NG_047825	1
NG_047839	1
NG_047840	1
NG_047847	1
NG_047849	1
NG_047852	1
NG_047857	1
NG_047858	1
NG_047859	1
NG_047862	1
NG_047865	1
NG_047866	1
NG_047869	1
NG_047870	1
NG_047871	1
NG_047874	1
NG_047876	1
NG_047877	1
NG_047878	1
NG_047891	1
NG_047892	1
NG_047900	1
NG_047901	1
NG_047914	1
NG_047915	1
NG_047916	1
NG_047917	1
NG_047918	1
NG_047919	1
NG_047923	1
NG_047929	1
NG_047933	1
NG_047935	1
NG_047977	1
NG_047978	1
NG_047979	1
NG_047998	1
NG_048001	1
NG_048007	1
NG_048008	1
NG_048011	1
NG_048018	1
NG_048023	1
NG_048024	1
NG_048025	1
NG_048037	1
NG_048041	1
NG_048046	1
NG_048048	1
NG_048052	1
NG_048054	1
NG_048069	1
NG_048073	1
NG_048074	1
NG_048078	1
NG_048081	1
NG_048082	1
NG_048086	1
NG_048088	1
NG_048090	1
NG_048093	1
NG_048095	1
NG_048096	1
NG_048097	1
NG_048099	1
NG_048100	1
NG_048101	1
NG_048106	1
NG_048108	1
NG_048109	1
NG_048110	1
NG_048111	1
NG_048112	1
NG_048114	1
NG_048115	1
NG_048116	1
NG_048117	1
NG_048118	1
NG_048119	1
NG_048120	1
NG_048123	1
NG_048127	1
NG_048128	1
NG_048137	1
NG_048148	1
NG_048151	1
NG_048152	1
NG_048153	1
NG_048154	1
NG_048157	1
NG_048159	1
NG_048161	1
NG_048170	1
NG_048171	1
NG_048173	1
NG_048174	1
NG_048175	1
NG_048176	1
NG_048177	1
NG_048179	1
NG_048187	1
NG_048188	1
NG_048191	1
NG_048194	1
NG_048195	1
NG_048197	1
NG_048200	1
NG_048203	1
NG_048205	1
NG_048207	1
NG_048208	1
NG_048209	1
NG_048210	1
NG_048225	1
