	locus	Genus	Species	environment	character	IS26	length	CDS	gene counts	Gene_proportion
5690	NZ_CP014920	Lactobacillus	paracollinoides		static		17129.0	14.0	1.0	0.07142857142857142
5691	NZ_CP014921	Lactobacillus	paracollinoides		mosaic		13353.0	13.0	0.0	0.0
5692	NZ_CP014922	Lactobacillus	paracollinoides		static		13497.0	14.0	0.0	0.0
5693	NZ_CP014923	Lactobacillus	paracollinoides		static		13546.0	19.0	2.0	0.10526315789473684
5694	NZ_CP014925	Lactobacillus	paracollinoides		mosaic		38125.0	50.0	6.0	0.12
5695	NZ_CP014926	Lactobacillus	paracollinoides		mosaic		45296.0	49.0	7.0	0.14285714285714285
5696	NZ_CP014927	Lactobacillus	paracollinoides		static		41255.0	46.0	8.0	0.17391304347826086
5697	NZ_CP014928	Lactobacillus	paracollinoides		mosaic		45452.0	45.0	4.0	0.08888888888888889
5698	NZ_CP014929	Lactobacillus	paracollinoides		mosaic		35470.0	33.0	9.0	0.2727272727272727
5699	NZ_CP014930	Lactobacillus	paracollinoides		mosaic		28402.0	28.0	2.0	0.07142857142857142
5700	NZ_CP014931	Lactobacillus	paracollinoides		static		19529.0	25.0	0.0	0.0
5701	NZ_CP014932	Lactobacillus	paracollinoides		mosaic		57063.0	54.0	14.0	0.25925925925925924
5702	NZ_CP016834	Xanthomonas	fragariae		mosaic		29138.0	35.0	0.0	0.0
5703	NZ_CP016835	Xanthomonas	fragariae		static		20831.0	30.0	1.0	0.03333333333333333
5704	NZ_CP016820	Rhodococcus	sp.		mosaic		242246.0	221.0	15.0	0.06787330316742081
5705	NZ_CP016821	Rhodococcus	sp.		static		170002.0	160.0	16.0	0.1
5706	NZ_CP016822	Rhodococcus	sp.		mosaic		107688.0	85.0	3.0	0.03529411764705882
5707	NZ_CP011517	Rickettsia	asemboensis		static		21692.0	23.0	4.0	0.17391304347826086
5708	NZ_CP016785	Bacillus	pumilus		static		11801.0	11.0	0.0	0.0
5709	NZ_CP014597	Yangia	sp.		mosaic		315806.0	302.0	30.0	0.09933774834437085
5710	NZ_CP014598	Yangia	sp.		static		274486.0	235.0	4.0	0.01702127659574468
5711	NZ_CP014599	Yangia	sp.		static		280527.0	252.0	5.0	0.01984126984126984
5712	NZ_CP014600	Yangia	sp.		static		222528.0	184.0	3.0	0.016304347826086956
5713	NZ_CP014601	Yangia	sp.		mosaic		54364.0	38.0	4.0	0.10526315789473684
5714	NZ_CP014526	Haematospirillum	jordaniae		static		32967.0	49.0	1.0	0.02040816326530612
5715	NZ_CP014527	Haematospirillum	jordaniae		static		303116.0	252.0	5.0	0.01984126984126984
5716	NZ_CP003562	Flammeovirga	sp.		static		82913.0	72.0	5.0	0.06944444444444445
5717	NZ_CP014514	Frondihabitans	sp.		static		212902.0	203.0	31.0	0.15270935960591134
5718	NZ_CP014515	Frondihabitans	sp.		static		135614.0	140.0	16.0	0.11428571428571428
5719	NZ_CP014516	Frondihabitans	sp.		static		72450.0	61.0	5.0	0.08196721311475409
5720	NZ_CP015439	Anoxybacillus	amylolyticus		mosaic		258230.0	255.0	12.0	0.047058823529411764
5721	NZ_CP015440	Anoxybacillus	amylolyticus		mosaic		65295.0	61.0	7.0	0.11475409836065574
5722	NZ_CP015437	Anoxybacillus	sp.		static		54976.0	73.0	0.0	0.0
5723	NZ_CP014964	Geobacter	anodireducens		static		110507.0	130.0	4.0	0.03076923076923077
5724	NZ_CP007513	Bacillus	bombysepticus		static		577809.0	454.0	19.0	0.04185022026431718
5725	NC_016594	Azospirillum	brasilense		static		1766028.0	1538.0	17.0	0.011053315994798439
5726	NC_016618	Azospirillum	brasilense		static		912449.0	762.0	6.0	0.007874015748031496
5727	NC_016595	Azospirillum	brasilense		static		778798.0	705.0	17.0	0.024113475177304965
5728	NC_016596	Azospirillum	brasilense		mosaic		690334.0	593.0	4.0	0.006745362563237774
5729	NC_016619	Azospirillum	brasilense		mosaic		191828.0	146.0	17.0	0.11643835616438356
5730	NC_016597	Azospirillum	brasilense		static		167364.0	109.0	0.0	0.0
5732	NZ_CP014519	Sinomonas	atrocyanea		static		81963.0	71.0	2.0	0.028169014084507043
5733	NZ_CP015988	Sphingobium	sp.		mosaic		269215.0	248.0	13.0	0.05241935483870968
5734	NZ_CP015989	Sphingobium	sp.		mosaic		192095.0	200.0	23.0	0.115
5735	NZ_CP005085	Sphingobium	sp.		mosaic		520614.0	457.0	20.0	0.0437636761487965
5736	NZ_CP005086	Sphingobium	sp.		mosaic		195308.0	184.0	4.0	0.021739130434782608
5737	NZ_CP005087	Sphingobium	sp.		mosaic		87635.0	89.0	15.0	0.16853932584269662
5738	NZ_CP005088	Sphingobium	sp.		mosaic		75938.0	82.0	14.0	0.17073170731707318
5739	NZ_CP005089	Sphingobium	sp.		mosaic		53908.0	71.0	7.0	0.09859154929577464
5740	NZ_CP005090	Sphingobium	sp.		mosaic		34300.0	36.0	3.0	0.08333333333333333
5741	NZ_CP005091	Sphingobium	sp.		static		9585.0	12.0	0.0	0.0
5742	NZ_CP005092	Sphingobium	sp.		static		7223.0	10.0	0.0	0.0
5744	NZ_CP016283	Cryobacterium	arcticum		static		117792.0	110.0	2.0	0.01818181818181818
5745	NZ_CP016284	Cryobacterium	arcticum		static		58936.0	58.0	2.0	0.034482758620689655
5747	NZ_CP016173	Bordetella	flabilis		static		118591.0	114.0	0.0	0.0
5748	NZ_CP015200	Chryseobacterium	sp.		static		16553.0	16.0	0.0	0.0
5750	NZ_CP014807	Rummeliibacillus	stabekisii		static		8647.0	13.0	0.0	0.0
5751	NZ_CP012662	Defluviimonas	alba		static		90059.0	81.0	2.0	0.024691358024691357
5752	NZ_CP012663	Defluviimonas	alba		mosaic		19278.0	25.0	1.0	0.04
5753	NZ_CP012664	Defluviimonas	alba		static		139976.0	152.0	27.0	0.17763157894736842
5754	NC_022778	Clostridium	tetani		static		58369.0	70.0	2.0	0.02857142857142857
5755	NC_010813	Corynebacterium	aurimucosum		static		29037.0	26.0	2.0	0.07692307692307693
5759	NZ_CP011515	Mitsuaria	sp.		static		262673.0	213.0	1.0	0.004694835680751174
5760	NZ_CP015111	Acinetobacter	sp.		static		298877.0	334.0	7.0	0.020958083832335328
5761	NZ_CP015112	Acinetobacter	sp.		static		8682.0	13.0	0.0	0.0
5762	NZ_CP007238	Ensifer	adhaerens		mosaic		125203.0	113.0	6.0	0.05309734513274336
5763	NZ_CP007239	Ensifer	adhaerens		mosaic		1614950.0	1475.0	23.0	0.015593220338983051
5764	NZ_CP015595	Acinetobacter	sp.		static		309964.0	277.0	28.0	0.10108303249097472
5765	NZ_AP017296	Nostoc	sp.		static		447304.0	407.0	20.0	0.04914004914004914
5766	NZ_AP017297	Nostoc	sp.		static		76302.0	65.0	0.0	0.0
5767	NZ_CP015006	Aminobacter	aminovorans		static		534207.0	475.0	3.0	0.00631578947368421
5768	NZ_CP015007	Aminobacter	aminovorans		static		451547.0	409.0	14.0	0.034229828850855744
5769	NZ_CP015008	Aminobacter	aminovorans		static		142965.0	126.0	6.0	0.047619047619047616
5770	NZ_CP015009	Aminobacter	aminovorans		static		138061.0	127.0	9.0	0.07086614173228346
5771	NZ_CP015597	Mycobacterium	sp.		static		252568.0	249.0	6.0	0.024096385542168676
5772	NZ_CP012534	Psychrobacter	sp.		static		40963.0	35.0	4.0	0.11428571428571428
5773	NZ_CP012535	Psychrobacter	sp.		static		14291.0	18.0	1.0	0.05555555555555555
5774	NZ_CP012536	Psychrobacter	sp.		static		13597.0	11.0	1.0	0.09090909090909091
5775	NZ_CP012537	Psychrobacter	sp.		static		9152.0	10.0	0.0	0.0
5779	NZ_CP010970	Rickettsia	raoultii		mosaic		20840.0	22.0	3.0	0.13636363636363635
5780	NZ_CP010971	Rickettsia	raoultii		mosaic		83219.0	90.0	3.0	0.03333333333333333
5781	NZ_CP010972	Rickettsia	raoultii		static		34583.0	33.0	5.0	0.15151515151515152
5782	NZ_CP012530	Psychrobacter	sp.		static		23861.0	23.0	1.0	0.043478260869565216
5783	NZ_CP012531	Psychrobacter	sp.		static		11297.0	15.0	0.0	0.0
5784	NZ_CP012532	Psychrobacter	sp.		static		9708.0	13.0	0.0	0.0
5785	NZ_CP011274	Planctomyces	sp.		static		97874.0	77.0	1.0	0.012987012987012988
5786	NZ_CP011275	Planctomyces	sp.		static		86054.0	61.0	10.0	0.16393442622950818
5787	NZ_CP011276	Planctomyces	sp.		static		81115.0	52.0	1.0	0.019230769230769232
5788	NZ_CP011277	Planctomyces	sp.		static		12514.0	17.0	1.0	0.058823529411764705
5789	NZ_LN997849	Magnetospirillum	sp.		static		167290.0	175.0	2.0	0.011428571428571429
5790	NZ_CP016831	Xanthomonas	fragariae		mosaic		29232.0	35.0	0.0	0.0
5791	NZ_CP016832	Xanthomonas	fragariae		static		20831.0	31.0	1.0	0.03225806451612903
5792	NC_013505	Lactobacillus	johnsonii		static		25652.0	25.0	0.0	0.0
5795	NC_016108	Methylomicrobium	alcaliphilum		static		128415.0	112.0	9.0	0.08035714285714286
5797	NZ_CP011111	Pseudomonas	chlororaphis		static		16587.0	12.0	0.0	0.0
5798	NC_018653	Clostridium	botulinum		mosaic		47689.0	50.0	0.0	0.0
5800	NC_007505	Xanthomonas	campestris		mosaic		19146.0	22.0	5.0	0.22727272727272727
5801	NC_007506	Xanthomonas	campestris		mosaic		38116.0	48.0	6.0	0.125
5802	NC_007507	Xanthomonas	campestris		mosaic		182572.0	177.0	14.0	0.07909604519774012
5803	NC_011603	Escherichia	coli		mosaic		97978.0	125.0	16.0	0.128
5805	NC_022539	Xanthomonas	fuscans		mosaic		45224.0	49.0	3.0	0.061224489795918366
5806	NC_022540	Xanthomonas	fuscans		static		19514.0	23.0	1.0	0.043478260869565216
5807	NC_022542	Xanthomonas	fuscans		mosaic		41950.0	41.0	5.0	0.12195121951219512
5808	NZ_CP016599	Leuconostoc	lactis		static		20388.0	21.0	0.0	0.0
5809	NZ_CP016600	Leuconostoc	lactis		static		19726.0	12.0	2.0	0.16666666666666666
5810	NZ_CP016601	Leuconostoc	lactis		static		10453.0	11.0	2.0	0.18181818181818182
5813	NZ_LT599052	Lactococcus	lactis		mosaic		42401.0	45.0	5.0	0.1111111111111111
5814	NZ_LT599053	Lactococcus	lactis		mosaic		69485.0	72.0	10.0	0.1388888888888889
5815	NZ_HG917973	Mycobacterium	marinum		static		114229.0	97.0	5.0	0.05154639175257732
5816	NZ_CP013750	Lactobacillus	plantarum		static		127346.0	103.0	3.0	0.02912621359223301
5817	NZ_CP013751	Lactobacillus	plantarum		static		78406.0	75.0	4.0	0.05333333333333334
5818	NZ_CP013752	Lactobacillus	plantarum		static		68522.0	62.0	2.0	0.03225806451612903
5819	NZ_LN774770	Lactococcus	piscium		static		55671.0	64.0	7.0	0.109375
5820	NZ_LN774771	Lactococcus	piscium		mosaic		53257.0	61.0	9.0	0.14754098360655737
5821	NC_020921	Erwinia	amylovora		static		28688.0	30.0	4.0	0.13333333333333333
5822	NC_006823	Aromatoleum	aromaticum		static		207355.0	234.0	12.0	0.05128205128205128
5823	NC_006824	Aromatoleum	aromaticum		static		223670.0	207.0	37.0	0.178743961352657
5824	NZ_LN554848	Aliivibrio	wodanis		static		91951.0	97.0	9.0	0.09278350515463918
5825	NZ_LN554849	Aliivibrio	wodanis		static		15266.0	18.0	0.0	0.0
5828	NZ_CP013754	Lactobacillus	plantarum		static		127132.0	112.0	3.0	0.026785714285714284
5829	NZ_CP013755	Lactobacillus	plantarum		static		83144.0	79.0	4.0	0.05063291139240506
5830	NZ_CP013756	Lactobacillus	plantarum		static		63067.0	53.0	3.0	0.05660377358490566
5831	NZ_CP016641	Mycobacterium	sp.		mosaic		134689.0	123.0	5.0	0.04065040650406504
5832	NZ_CP016642	Mycobacterium	sp.		static		21705.0	23.0	1.0	0.043478260869565216
5833	NZ_CP016643	Mycobacterium	sp.		mosaic		26982.0	27.0	2.0	0.07407407407407407
5834	NC_011311	Aliivibrio	salmonicida		static		83540.0	75.0	4.0	0.05333333333333334
5835	NC_011314	Aliivibrio	salmonicida		static		30807.0	32.0	6.0	0.1875
5838	NZ_CP016441	Bordetella	pseudohinzii		static		68520.0	66.0	0.0	0.0
5839	NC_019677	Nostoc	sp.		static		77478.0	81.0	2.0	0.024691358024691357
5841	NC_019727	Calothrix	sp.		static		80757.0	58.0	4.0	0.06896551724137931
5842	NC_019728	Calothrix	sp.		static		56464.0	48.0	4.0	0.08333333333333333
5843	NC_019752	Calothrix	sp.		static		55337.0	43.0	0.0	0.0
5844	NZ_CP016558	Vibrio	coralliilyticus		static		52449.0	45.0	9.0	0.2
5845	NZ_CP015640	Pseudomonas	fluorescens		static		77900.0	68.0	1.0	0.014705882352941176
5846	NZ_CP016905	Ralstonia	solanacearum		mosaic		2145732.0	1626.0	141.0	0.08671586715867159
5847	NZ_CP015993	Pseudomonas	sp.		static		12690.0	20.0	0.0	0.0
5848	NZ_CP016938	Yersinia	enterocolitica		static		115648.0	106.0	5.0	0.04716981132075472
5849	NZ_CP015203	Rhodococcus	sp.		static		694228.0	680.0	31.0	0.045588235294117645
5850	NZ_CP015204	Rhodococcus	sp.		static		108503.0	103.0	2.0	0.019417475728155338
5851	NZ_CP015205	Rhodococcus	sp.		static		65393.0	71.0	1.0	0.014084507042253521
5852	NZ_CP016453	Sphingobium	sp.		mosaic		892708.0	793.0	31.0	0.03909205548549811
5853	NZ_CP016454	Sphingobium	sp.		mosaic		49737.0	49.0	5.0	0.10204081632653061
5854	NZ_CP016455	Sphingobium	sp.		mosaic		63550.0	64.0	3.0	0.046875
5855	NZ_CP016457	Sphingobium	sp.		mosaic		131734.0	132.0	7.0	0.05303030303030303
5856	NZ_CP016451	Sinorhizobium	sp.		static		258555.0	248.0	6.0	0.024193548387096774
5857	NZ_CP016452	Sinorhizobium	sp.		static		2220160.0	2042.0	36.0	0.01762977473065622
5858	NZ_CP016500	Agrobacterium	sp.		static		323507.0	303.0	10.0	0.033003300330033
5859	NZ_CP016458	Blastomonas	sp.		static		152317.0	143.0	1.0	0.006993006993006993
5860	NZ_CP016459	Blastomonas	sp.		static		42134.0	40.0	3.0	0.075
5861	NZ_CP016461	Blastomonas	sp.		static		39932.0	29.0	0.0	0.0
5862	NZ_CP016462	Blastomonas	sp.		static		186489.0	174.0	10.0	0.05747126436781609
5863	NZ_CP016463	Bosea	sp.		static		708738.0	682.0	4.0	0.005865102639296188
5864	NC_006578	[Bacillus	thuringiensis]		static		77112.0	80.0	1.0	0.0125
5865	NC_002128	Escherichia	coli		mosaic		92721.0	85.0	10.0	0.11764705882352941
5866	NC_008791	Yersinia	enterocolitica		mosaic		67721.0	71.0	7.0	0.09859154929577464
5867	NC_009007	Rhodobacter	sphaeroides		static		114045.0	87.0	0.0	0.0
5868	NC_007488	Rhodobacter	sphaeroides		static		114179.0	103.0	1.0	0.009708737864077669
5869	NC_007489	Rhodobacter	sphaeroides		static		105284.0	82.0	2.0	0.024390243902439025
5870	NC_007490	Rhodobacter	sphaeroides		static		100827.0	94.0	4.0	0.0425531914893617
5871	NC_009008	Rhodobacter	sphaeroides		mosaic		37100.0	29.0	2.0	0.06896551724137931
5872	NC_009621	Sinorhizobium	medicae		mosaic		1245408.0	1094.0	50.0	0.04570383912248629
5873	NC_014107	Enterobacter	cloacae		mosaic		199562.0	274.0	34.0	0.12408759124087591
5874	NC_014108	Enterobacter	cloacae		static		84653.0	124.0	0.0	0.0
5876	NC_018830	Bordetella	parapertussis		static		12195.0	15.0	0.0	0.0
5877	NC_005863	Desulfovibrio	vulgaris		mosaic		202301.0	156.0	0.0	0.0
5878	NC_006377	Lactobacillus	plantarum		mosaic		36069.0	43.0	2.0	0.046511627906976744
5881	NZ_CP008811	Campylobacter	fetus		static		38272.0	41.0	3.0	0.07317073170731707
5882	NZ_CP008812	Campylobacter	fetus		mosaic		27124.0	34.0	5.0	0.14705882352941177
5883	NZ_CP014624	Lactobacillus	backii		static		44086.0	52.0	15.0	0.28846153846153844
5884	NZ_CP014625	Lactobacillus	backii		mosaic		30007.0	34.0	3.0	0.08823529411764706
5885	NZ_CP014626	Lactobacillus	backii		mosaic		41380.0	38.0	7.0	0.18421052631578946
5886	NZ_CP014627	Lactobacillus	backii		static		18755.0	21.0	1.0	0.047619047619047616
5887	NZ_CP014628	Lactobacillus	backii		mosaic		20916.0	29.0	8.0	0.27586206896551724
5888	NZ_CP014629	Lactobacillus	backii		static		10631.0	14.0	5.0	0.35714285714285715
5889	NZ_CP014630	Lactobacillus	backii		static		10507.0	12.0	1.0	0.08333333333333333
5890	NZ_CP014631	Lactobacillus	backii		mosaic		41809.0	48.0	7.0	0.14583333333333334
5891	NZ_CP014632	Lactobacillus	backii		mosaic		27021.0	23.0	5.0	0.21739130434782608
5892	NZ_CP014633	Lactobacillus	backii		mosaic		20407.0	23.0	7.0	0.30434782608695654
5893	NZ_CP009044	Campylobacter	iguaniorum		static		70030.0	107.0	0.0	0.0
5894	NZ_CP008809	Campylobacter	fetus		static		25862.0	31.0	1.0	0.03225806451612903
5895	NZ_CP016631	Lactobacillus	plantarum		static		9348.0	12.0	0.0	0.0
5896	NZ_CP016630	Lactobacillus	johnsonii		static		44763.0	45.0	0.0	0.0
5904	NZ_CP017030	Campylobacter	jejuni		mosaic		50689.0	52.0	0.0	0.0
5905	NZ_CP017043	Selenomonas	sp.		static		65821.0	70.0	0.0	0.0
5906	NZ_CP017041	Propionibacterium	sp.		static		77702.0	91.0	11.0	0.12087912087912088
5907	NZ_CP017081	Bacillus	muralis		static		87645.0	86.0	2.0	0.023255813953488372
5908	NZ_CP009849	Vibrio	parahaemolyticus		static		64049.0	76.0	1.0	0.013157894736842105
5909	NZ_CP007006	Vibrio	parahaemolyticus		static		88530.0	110.0	0.0	0.0
5910	NZ_CP009216	Corynebacterium	ureicelerivorans		static		48288.0	67.0	1.0	0.014925373134328358
5911	NZ_CP014169	Sphingomonas	panacis		static		319133.0	300.0	1.0	0.0033333333333333335
5912	NZ_CP013454	Burkholderia	vietnamiensis		static		128579.0	125.0	7.0	0.056
5913	NZ_CP013462	Burkholderia	ubonensis		static		14087.0	15.0	0.0	0.0
5914	NZ_CP013415	Burkholderia	ubonensis		static		299296.0	270.0	31.0	0.11481481481481481
5915	NZ_CP013436	Burkholderia	latens		static		45481.0	51.0	14.0	0.27450980392156865
5916	NZ_CP013379	Burkholderia	pseudomultivorans		static		111152.0	95.0	2.0	0.021052631578947368
5917	NZ_CP013412	Burkholderia	thailandensis		mosaic		157775.0	137.0	33.0	0.24087591240875914
5918	NZ_CP013369	Burkholderia	ubonensis		static		258679.0	205.0	20.0	0.0975609756097561
5919	NZ_CP017021	Xanthomonas	citri		mosaic		15283.0	19.0	1.0	0.05263157894736842
5920	NZ_CP017022	Xanthomonas	citri		mosaic		43945.0	38.0	8.0	0.21052631578947367
5921	NZ_CP017023	Xanthomonas	citri		mosaic		60533.0	54.0	11.0	0.2037037037037037
5922	NZ_CP012494	Escherichia	coli		static		96228.0	111.0	1.0	0.009009009009009009
5923	NZ_CP012495	Escherichia	coli		mosaic		52297.0	58.0	12.0	0.20689655172413793
5924	NZ_CP012496	Escherichia	coli		mosaic		34714.0	46.0	11.0	0.2391304347826087
5925	NZ_CP017026	Campylobacter	coli		mosaic		180543.0	189.0	7.0	0.037037037037037035
5928	NZ_CP017108	Lactobacillus	salivarius		static		279615.0	260.0	8.0	0.03076923076923077
5929	NZ_CP017109	Lactobacillus	salivarius		static		29788.0	35.0	0.0	0.0
5930	NZ_CP017110	Lactobacillus	salivarius		static		27292.0	24.0	2.0	0.08333333333333333
5936	NC_030902	Gordonia	phage		static		41207.0	68.0	0.0	0.0
5937	NC_030907	Gordonia	phage		static		17562.0	28.0	1.0	0.03571428571428571
5938	NC_030939	Gordonia	phage		static		45537.0	68.0	0.0	0.0
5940	NC_030916	Tsukamurella	phage		static		56212.0	84.0	0.0	0.0
5941	NC_030935	Gordonia	phage		static		17727.0	26.0	0.0	0.0
5945	NZ_CP014308	Burkholderia	sp.		mosaic		793818.0	716.0	60.0	0.08379888268156424
5946	NZ_CP014309	Burkholderia	sp.		mosaic		793876.0	713.0	61.0	0.08555399719495091
5947	NZ_CP014310	Burkholderia	sp.		mosaic		601076.0	574.0	89.0	0.15505226480836237
5948	NZ_CP014311	Burkholderia	sp.		mosaic		184640.0	180.0	8.0	0.044444444444444446
5949	NZ_CP014312	Burkholderia	sp.		static		49551.0	48.0	2.0	0.041666666666666664
5950	NC_013964	Haloferax	volcanii		static		437906.0	368.0	4.0	0.010869565217391304
5952	NC_013966	Haloferax	volcanii		mosaic		635786.0	568.0	30.0	0.0528169014084507
5953	NC_013968	Haloferax	volcanii		mosaic		85092.0	67.0	8.0	0.11940298507462686
5954	NC_013923	Natrialba	magadii		static		378348.0	320.0	4.0	0.0125
5955	NC_013924	Natrialba	magadii		static		254950.0	218.0	17.0	0.0779816513761468
5956	NC_013925	Natrialba	magadii		static		58487.0	88.0	0.0	0.0
5958	NZ_CP017255	Clostridium	taeniosporum		static		69748.0	66.0	0.0	0.0
5959	NZ_CP017256	Clostridium	taeniosporum		static		163054.0	154.0	5.0	0.032467532467532464
5960	NZ_CP007000	Campylobacter	fetus		mosaic		91400.0	114.0	14.0	0.12280701754385964
5961	NZ_CP007001	Campylobacter	fetus		static		35326.0	35.0	0.0	0.0
5963	NZ_CP017148	Bosea	vaviloviae		static		339755.0	319.0	14.0	0.0438871473354232
5964	NZ_CP012180	Pseudomonas	syringae		mosaic		74432.0	86.0	11.0	0.12790697674418605
5965	NZ_CP011973	Pseudomonas	syringae		mosaic		74423.0	86.0	10.0	0.11627906976744186
5966	NZ_CP017076	Novosphingobium	resinovorum		mosaic		1756808.0	1441.0	35.0	0.024288688410825817
5967	NZ_CP017077	Novosphingobium	resinovorum		mosaic		960805.0	890.0	38.0	0.04269662921348315
5968	NZ_CP017078	Novosphingobium	resinovorum		mosaic		354886.0	338.0	38.0	0.11242603550295859
5969	NZ_CP017079	Novosphingobium	resinovorum		mosaic		67284.0	86.0	6.0	0.06976744186046512
5970	NC_009795	Campylobacter	concisus		static		30949.0	29.0	0.0	0.0
5971	NC_009796	Campylobacter	concisus		static		16457.0	23.0	0.0	0.0
5974	NZ_CP014874	Lactobacillus	backii		mosaic		28996.0	35.0	5.0	0.14285714285714285
5975	NZ_CP014875	Lactobacillus	backii		mosaic		22581.0	28.0	1.0	0.03571428571428571
5976	NZ_CP014876	Lactobacillus	backii		mosaic		11878.0	10.0	0.0	0.0
5977	NZ_CP014877	Lactobacillus	backii		mosaic		64928.0	69.0	12.0	0.17391304347826086
5978	NZ_CP014878	Lactobacillus	backii		mosaic		31925.0	27.0	1.0	0.037037037037037035
5979	NZ_CP014879	Lactobacillus	backii		mosaic		12076.0	10.0	2.0	0.2
5981	NZ_CP014891	Lactobacillus	backii		mosaic		55942.0	54.0	7.0	0.12962962962962962
5982	NZ_CP014892	Lactobacillus	backii		mosaic		43159.0	55.0	5.0	0.09090909090909091
5983	NZ_CP014893	Lactobacillus	backii		static		49694.0	57.0	12.0	0.21052631578947367
5984	NZ_CP014894	Lactobacillus	backii		static		33159.0	31.0	6.0	0.1935483870967742
5985	NZ_CP014895	Lactobacillus	backii		mosaic		23187.0	32.0	9.0	0.28125
5986	NZ_CP014896	Lactobacillus	backii		static		15332.0	13.0	0.0	0.0
5987	NZ_CP014897	Lactobacillus	backii		static		11987.0	14.0	4.0	0.2857142857142857
5990	NZ_CP014882	Lactobacillus	backii		mosaic		17848.0	20.0	3.0	0.15
5991	NZ_CP014883	Lactobacillus	backii		mosaic		17429.0	17.0	4.0	0.23529411764705882
5992	NZ_CP014884	Lactobacillus	backii		mosaic		70980.0	72.0	7.0	0.09722222222222222
5993	NZ_CP014885	Lactobacillus	backii		mosaic		52539.0	60.0	12.0	0.2
5994	NZ_CP014886	Lactobacillus	backii		static		34047.0	32.0	5.0	0.15625
5995	NZ_CP014887	Lactobacillus	backii		mosaic		22403.0	25.0	8.0	0.32
5996	NZ_CP014888	Lactobacillus	backii		static		19886.0	22.0	5.0	0.22727272727272727
5997	NZ_CP014889	Lactobacillus	backii		static		19623.0	24.0	1.0	0.041666666666666664
5998	NZ_CP014900	Lactobacillus	backii		mosaic		28997.0	35.0	5.0	0.14285714285714285
5999	NZ_CP014901	Lactobacillus	backii		mosaic		22560.0	28.0	1.0	0.03571428571428571
6000	NZ_CP014902	Lactobacillus	backii		mosaic		11878.0	10.0	0.0	0.0
6001	NZ_CP014903	Lactobacillus	backii		mosaic		65694.0	70.0	11.0	0.15714285714285714
6002	NZ_CP014904	Lactobacillus	backii		mosaic		33270.0	27.0	2.0	0.07407407407407407
6003	NZ_CP014905	Lactobacillus	backii		mosaic		12076.0	10.0	2.0	0.2
6006	NC_021289	Burkholderia	sp.		static		1275199.0	1157.0	5.0	0.00432152117545376
6007	NC_021295	Burkholderia	sp.		static		309692.0	262.0	7.0	0.026717557251908396
6008	NZ_CP015733	Arthrobacter	sp.		mosaic		178569.0	167.0	22.0	0.1317365269461078
6009	NZ_CP015734	Arthrobacter	sp.		mosaic		166444.0	163.0	9.0	0.05521472392638037
6010	NZ_CP015735	Arthrobacter	sp.		static		61249.0	49.0	1.0	0.02040816326530612
6011	NC_023024	Cronobacter	sakazakii		mosaic		126488.0	103.0	0.0	0.0
6012	NC_023025	Cronobacter	sakazakii		static		55913.0	53.0	4.0	0.07547169811320754
6013	NZ_CP013817	Piscirickettsia	salmonis		mosaic		60086.0	66.0	5.0	0.07575757575757576
6014	NZ_CP013818	Piscirickettsia	salmonis		mosaic		33556.0	43.0	9.0	0.20930232558139536
6015	NZ_CP013819	Piscirickettsia	salmonis		mosaic		45767.0	52.0	2.0	0.038461538461538464
6016	NZ_CP013820	Piscirickettsia	salmonis		mosaic		188301.0	227.0	88.0	0.3876651982378855
6017	NZ_CP014530	Enterococcus	faecium		mosaic		223688.0	220.0	59.0	0.2681818181818182
6018	NZ_CP014531	Enterococcus	faecium		mosaic		32423.0	39.0	6.0	0.15384615384615385
6020	NZ_CP014533	Enterococcus	faecium		mosaic		17254.0	24.0	2.0	0.08333333333333333
6021	NZ_CP014534	Enterococcus	faecium		mosaic		55167.0	58.0	2.0	0.034482758620689655
6022	NZ_CP014535	Enterococcus	faecium		mosaic		65558.0	69.0	3.0	0.043478260869565216
6023	NZ_CP015221	Rhodococcus	sp.		static		137595.0	136.0	2.0	0.014705882352941176
6024	NZ_CP017280	Enterobacter	ludwigii		static		95331.0	76.0	1.0	0.013157894736842105
6025	NZ_CP017270	Geosporobacter	ferrireducens		static		24587.0	25.0	0.0	0.0
6026	NZ_CP015948	Legionella	pneumophila		mosaic		71453.0	71.0	0.0	0.0
6027	NZ_CP015952	Legionella	pneumophila		mosaic		73576.0	73.0	2.0	0.0273972602739726
6028	NZ_CP015957	Legionella	pneumophila		static		48354.0	50.0	1.0	0.02
6029	NZ_CP015940	Legionella	pneumophila		static		58092.0	54.0	0.0	0.0
6030	NZ_CP015942	Legionella	pneumophila		static		33359.0	35.0	1.0	0.02857142857142857
6031	NZ_CP015943	Legionella	pneumophila		mosaic		73576.0	74.0	2.0	0.02702702702702703
6032	NZ_CP017449	Acidihalobacter	prosperus		static		162484.0	161.0	2.0	0.012422360248447204
6033	NC_028464	Escherichia	coli		mosaic		33913.0	47.0	0.0	0.0
6058	NZ_CP005876	Borrelia	parkeri		static		9637.0	12.0	0.0	0.0
6061	NZ_CP005879	Borrelia	parkeri		static		10048.0	18.0	0.0	0.0
6107	NZ_CP016031	Legionella	pneumophila		mosaic		129884.0	138.0	1.0	0.007246376811594203
6108	NZ_CP016085	Brachyspira	hyodysenteriae		static		32598.0	30.0	0.0	0.0
