locus	IS26
NZ_CP015845.1	Absent
NZ_CP009033.1	Absent
NC_009666.2	Absent
NZ_CP016939.1	Absent
NC_019239.1	Absent
NZ_CP007177.1	Absent
NC_019106.1	Absent
NZ_CP017864.1	Absent
NC_017148.1	Absent
NZ_CP015640.1	Absent
NZ_KU499859.1	Absent
NZ_CP005900.1	Absent
NC_020182.1	Absent
NZ_AP014687.1	Absent
NC_003904.1	Absent
NC_004632.1	Absent
NC_017789.1	Absent
NC_017438.1	Absent
NC_011857.1	Absent
NZ_CP015722.1	Absent
NC_005232.1	Absent
NZ_CP014494.1	Absent
NZ_CP016601.1	Absent
NC_010064.1	Absent
NC_030935.1	Absent
NZ_LK021128.1	Absent
NZ_CP012421.1	Absent
NZ_CP008875.1	Absent
NG_049256.1	Absent
NC_015907.1	Absent
NG_047055.1	Absent
NG_047917.1	Absent
NZ_CP009015.1	Absent
NC_012209.1	Absent
NC_015693.1	Absent
NZ_LT635894.1	Absent
NZ_CP009356.1	Absent
NC_007971.2	Absent
NZ_CP012733.1	Absent
NC_025126.1	Absent
NZ_CP018733.1	Absent
NZ_CP009603.1	Absent
NZ_CP014649.1	Absent
NC_021836.1	Absent
NC_025188.1	Absent
NC_009507.1	Absent
NC_004822.1	Absent
NC_006375.1	Absent
NC_012512.1	Absent
NZ_CP010215.1	Absent
NC_014356.1	Absent
NZ_CP007617.1	Absent
NZ_CP015096.1	Absent
NC_017657.1	Absent
NC_018636.1	Absent
NZ_CP008719.1	Absent
NC_008273.1	Absent
NZ_CP012417.1	Absent
NT_187168.1	Absent
NC_007720.1	Absent
NZ_CP009221.1	Absent
NC_017377.1	Absent
NG_048559.1	Absent
NZ_CP009071.1	Absent
NC_010719.1	Absent
NZ_CP006990.1	Absent
NC_021207.1	Absent
NZ_CP013529.1	Absent
NC_012196.1	Absent
NZ_CP014684.1	Absent
NZ_CP007143.1	Absent
NC_017723.1	Absent
NZ_CP014905.1	Absent
NZ_CP004258.1	Absent
NG_049043.1	Absent
NZ_CP012510.1	Absent
NZ_CP012296.1	Absent
NZ_AP014708.1	Absent
NZ_CP013227.1	Absent
NC_010928.1	Absent
NZ_CP012414.1	Absent
NG_049343.1	Absent
NZ_CP014146.1	Absent
NC_007608.1	Absent
NZ_CP014824.1	Absent
NZ_CP015708.1	Absent
NG_048519.1	Absent
NZ_CP019310.1	Absent
NC_019303.1	Absent
NG_050074.1	Absent
NZ_CP014147.1	Absent
NC_006365.1	Absent
NC_021737.1	Absent
NZ_CP018851.1	Absent
NG_050471.1	Absent
NZ_CP006371.1	Absent
NZ_CP015127.1	Absent
NZ_CP013543.1	Absent
NC_014475.1	Absent
NC_011967.1	Absent
NC_012586.1	Absent
NZ_CP014418.1	Absent
NC_009378.1	Absent
NZ_CP014068.1	Absent
NC_012674.1	Absent
NG_047705.1	Absent
NZ_CP019238.1	Absent
NZ_CP013780.1	Absent
NC_010529.1	Absent
NZ_CP013647.1	Absent
NC_012579.1	Absent
NC_009444.1	Absent
NZ_CP018425.1	Absent
NZ_CP013230.1	Absent
NC_013332.1	Absent
NZ_CP004288.1	Absent
NZ_CP009782.1	Absent
NZ_CP019242.1	Absent
NC_019281.1	Absent
NC_015974.1	Absent
NZ_CP018712.1	Absent
NZ_LN907828.1	Absent
NZ_CP015824.1	Absent
NC_007962.1	Absent
NZ_CP016567.1	Absent
NZ_LN868945.1	Absent
NC_013345.1	Absent
NC_004604.2	Absent
NC_008387.1	Absent
NZ_CP012163.1	Absent
NC_017229.1	Absent
NC_007323.3	Absent
NZ_CP012493.1	Absent
NC_001337.1	Absent
NZ_CP009971.1	Absent
NZ_CP005086.1	Absent
NC_008704.1	Absent
NZ_CP018714.1	Absent
NC_017104.1	Absent
NC_009790.1	Absent
NC_024992.1	Absent
NZ_CP016478.1	Absent
NZ_CP017776.1	Absent
NZ_CP017288.1	Absent
NG_048898.1	Absent
NC_010331.1	Absent
NZ_LN868946.1	Absent
NG_051171.1	Absent
NC_017447.1	Absent
NC_017833.1	Absent
NC_009700.1	Absent
NC_013744.1	Absent
NC_019737.1	Absent
NC_019093.1	Absent
NG_048934.1	Absent
NC_006907.1	Absent
NC_017539.1	Absent
NC_008771.1	Absent
NC_004924.1	Absent
NC_019690.1	Absent
NG_049465.1	Absent
NC_004532.1	Absent
NG_047445.1	Absent
NZ_CP015624.1	Absent
NC_005012.1	Absent
NZ_CP006727.1	Absent
NZ_CP012607.1	Absent
NZ_CP010068.1	Absent
NZ_CP009877.1	Absent
NZ_CP008890.1	Absent
NZ_CP013515.1	Absent
NZ_CP013925.1	Absent
NZ_CP005797.1	Absent
NZ_CP018073.1	Absent
NZ_CP013584.1	Absent
NC_007715.1	Absent
NC_011861.1	Absent
NZ_CP018963.1	Absent
NC_017135.1	Absent
NZ_CP004249.1	Absent
NC_012527.1	Absent
NG_047865.1	Absent
NZ_CP010356.1	Absent
NC_015906.1	Absent
NC_002134.1	Absent
NC_005793.2	Absent
NZ_CP018272.1	Absent
NC_015583.1	Absent
NZ_CP009758.1	Absent
NZ_LN774771.1	Absent
NZ_CP011809.2	Absent
NZ_CP018185.1	Absent
NC_018980.1	Absent
NZ_CP005719.1	Absent
NZ_AP014801.1	Absent
NZ_CP015390.1	Absent
NC_016904.1	Absent
NC_014839.1	Absent
NZ_CP015146.1	Absent
NZ_CP006779.1	Absent
NZ_CP010581.1	Absent
NZ_CP011350.1	Absent
NZ_CP018113.1	Absent
NC_019534.1	Absent
NZ_CP009718.1	Absent
NC_002090.1	Absent
NZ_CP018025.1	Absent
NC_020914.1	Absent
NZ_CP005779.1	Absent
NZ_CP018775.1	Absent
NC_016046.1	Absent
NC_019376.1	Absent
NZ_CP009638.1	Absent
NZ_CP018204.1	Absent
NZ_CP010580.1	Absent
NZ_CP004868.1	Absent
NC_018501.1	Absent
NZ_CP004213.1	Absent
NC_025127.1	Absent
NC_006578.1	Absent
NC_013505.1	Absent
NZ_CP005718.1	Absent
NC_013370.1	Absent
NC_002106.1	Absent
NC_006827.2	Absent
NZ_AP014566.1	Absent
NC_012415.1	Absent
NC_017493.1	Absent
NC_004345.1	Absent
NZ_CP005740.1	Absent
NZ_CP019627.1	Absent
NZ_CP017750.1	Absent
NC_001387.1	Absent
NZ_CP015856.1	Absent
NZ_CP018081.1	Absent
NG_050298.1	Absent
NZ_CP012925.1	Absent
NG_049024.1	Absent
NC_012129.1	Absent
NZ_CP005896.1	Absent
NZ_CP010948.1	Absent
NC_006376.1	Absent
NZ_CP004316.1	Absent
NZ_CP014472.1	Absent
NC_003353.1	Absent
NZ_CP018440.1	Absent
NC_021552.1	Absent
NZ_CP005870.1	Absent
NC_025145.1	Absent
NZ_CP013820.1	Absent
NZ_CP018665.1	Absent
NC_010365.1	Absent
NC_015965.1	Absent
NZ_CP010977.1	Absent
NC_006989.1	Absent
NC_013309.1	Absent
NC_017180.1	Absent
NC_012498.1	Absent
NZ_CP013567.1	Absent
NZ_CP014757.1	Absent
NC_014028.1	Absent
NC_018881.1	Absent
NZ_CP005694.1	Absent
NC_019104.1	Absent
NC_021250.1	Absent
NZ_CP003719.1	Absent
NC_022994.1	Absent
NZ_CP011152.1	Absent
NZ_CP009774.1	Absent
NZ_CP015717.1	Absent
NZ_CP005696.1	Absent
NZ_CP016487.1	Absent
NZ_CP019589.1	Absent
NC_017718.1	Absent
NZ_CP011481.1	Absent
NC_025032.1	Absent
NC_020823.1	Absent
NZ_LN868939.1	Absent
NZ_CP014508.1	Absent
NC_024989.1	Absent
NZ_CP010367.1	Absent
NC_022539.1	Absent
NC_009468.1	Absent
NZ_CP009329.1	Absent
NC_005327.1	Absent
NC_012494.1	Absent
NZ_CP007608.1	Absent
NC_014757.1	Absent
NC_016969.1	Absent
NG_048921.1	Absent
NC_009661.1	Absent
NZ_CP014973.1	Absent
NC_010517.1	Absent
NC_017380.1	Absent
NC_025118.1	Absent
NZ_CP015153.1	Absent
NZ_CP004152.1	Absent
NZ_CP013491.1	Absent
NC_019764.1	Absent
NZ_CP013153.1	Absent
NZ_CP018326.1	Absent
NC_004963.1	Absent
NZ_CP014676.1	Absent
NZ_CP010317.1	Absent
NC_007337.1	Absent
NZ_CP011432.1	Absent
NZ_CP004254.1	Absent
NC_015849.1	Absent
NC_015423.1	Absent
NC_009478.1	Absent
NC_007764.1	Absent
NZ_CP004344.1	Absent
NZ_CP010199.1	Absent
NZ_CP004007.1	Absent
NC_006277.2	Absent
NC_015319.1	Absent
NC_009473.1	Absent
NG_047839.1	Absent
NC_022049.1	Absent
NZ_CP011620.1	Absent
NZ_CP014000.1	Absent
NC_018985.1	Absent
NC_021745.1	Absent
NT_187139.1	Absent
NZ_CP010000.1	Absent
NZ_CP018325.1	Absent
NC_003486.1	Absent
NZ_CP014076.1	Absent
NC_003296.1	Absent
NC_021624.2	Absent
NZ_CP018329.1	Absent
NZ_CP015161.1	Absent
NZ_CP014831.1	Absent
NC_015378.1	Absent
NC_023385.1	Absent
NG_047286.1	Absent
NC_016836.1	Absent
NC_022882.1	Absent
NZ_CP014972.2	Absent
NZ_CP015204.1	Absent
NZ_CP015805.1	Absent
NC_017809.1	Absent
NC_019989.1	Absent
NZ_CP018359.1	Absent
NC_025011.1	Absent
NC_018502.1	Absent
NZ_CP017130.1	Absent
NZ_CP004187.1	Absent
NZ_CP004362.1	Absent
NC_015223.1	Absent
NZ_CP016529.1	Absent
NC_009377.1	Absent
NG_047440.1	Absent
NZ_CP018080.1	Absent
NC_012577.1	Absent
NC_009672.1	Absent
NZ_CP006374.1	Absent
NZ_CP016566.1	Absent
NZ_CP015745.1	Absent
NZ_CP010366.2	Absent
NG_050184.1	Absent
NC_011872.1	Absent
NZ_CP004336.1	Absent
NG_048095.1	Absent
NZ_CP012863.1	Absent
NC_006525.1	Absent
NZ_CP018997.1	Absent
NC_012989.1	Absent
NC_014723.1	Absent
NC_003124.1	Absent
NZ_CP009839.1	Absent
NC_011513.1	Absent
NC_004721.2	Absent
NZ_CP013069.1	Absent
NG_049464.1	Absent
NZ_CP014677.1	Absent
NC_015418.1	Absent
NC_004853.1	Absent
NZ_CP013929.1	Absent
NZ_CP019021.1	Absent
NC_010920.1	Absent
NC_005815.1	Absent
NG_050259.1	Absent
NG_047432.1	Absent
NC_003442.1	Absent
NZ_CP010216.1	Absent
NC_013033.1	Absent
NC_019249.1	Absent
NC_013301.1	Absent
NZ_CP007791.1	Absent
NC_017106.1	Absent
NC_015917.1	Absent
NZ_CP007650.1	Absent
NZ_CP004326.1	Absent
NZ_CP005897.1	Absent
NC_015386.1	Absent
NZ_CP017956.1	Absent
NG_049507.1	Absent
NC_017092.1	Absent
NC_010099.1	Absent
NC_014556.1	Absent
NC_016626.1	Absent
NZ_CP012385.1	Absent
NC_007209.1	Absent
NZ_LN824139.1	Absent
NZ_LT635895.1	Absent
NZ_CP005772.1	Absent
NC_019123.1	Absent
NC_015695.1	Absent
NC_010283.1	Absent
NG_051846.1	Absent
NC_022589.1	Absent
NC_009128.1	Absent
NC_021842.2	Absent
NC_010369.1	Absent
NC_022881.1	Absent
NZ_CP019136.1	Absent
NZ_CP012511.1	Absent
NZ_AP012275.1	Absent
NZ_CP018277.1	Absent
NG_048111.1	Absent
NC_015260.1	Absent
NZ_CP013632.1	Absent
NC_016772.1	Absent
NC_011798.1	Absent
NC_019758.1	Absent
NZ_CP016892.1	Absent
NC_003455.1	Absent
NC_013544.1	Absent
NZ_CP013539.1	Absent
NC_001670.1	Absent
NC_010286.1	Absent
NC_008573.1	Absent
NZ_CP010454.1	Absent
NC_014023.1	Absent
NZ_CP014425.1	Absent
NZ_CP013718.1	Absent
NZ_CP009683.1	Absent
NC_002104.1	Absent
NC_003265.1	Absent
NC_008226.1	Absent
NC_021516.1	Absent
NC_019561.1	Absent
NZ_CP011285.1	Absent
NC_010876.1	Absent
NC_021517.1	Absent
NC_011102.1	Absent
NC_011871.1	Absent
NZ_CP012944.1	Absent
NC_008444.1	Absent
NZ_CP004162.1	Absent
NZ_CP007056.1	Absent
NZ_LT571451.1	Absent
NC_023287.1	Absent
NZ_CP019004.1	Absent
NC_019356.1	Absent
NC_019013.1	Absent
NZ_CP005091.1	Absent
NC_009704.1	Absent
NC_020567.1	Absent
NC_013334.1	Absent
NC_019788.1	Absent
NZ_CP009327.1	Absent
NZ_CP016505.1	Absent
NC_007974.2	Absent
NC_012624.1	Absent
NC_019988.1	Absent
NC_018638.1	Absent
NZ_CP015797.1	Absent
NZ_CP012967.1	Absent
NZ_CP015155.1	Absent
NG_049075.1	Absent
NZ_CP010131.1	Absent
NC_004341.2	Absent
NC_019238.1	Absent
NZ_CP012941.1	Absent
NC_019337.1	Absent
NC_016039.1	Absent
NC_017224.1	Absent
NC_010715.1	Absent
NC_019367.1	Absent
NC_022590.1	Absent
NG_049104.1	Absent
NC_004564.1	Absent
NG_048986.1	Absent
NZ_CP005885.1	Absent
NC_025140.1	Absent
NC_004974.1	Absent
NZ_CP019580.1	Absent
NC_020412.1	Absent
NC_017017.1	Absent
NC_020981.1	Absent
NC_024993.1	Absent
NZ_CP019316.1	Absent
NC_012505.1	Absent
NZ_CP011850.1	Absent
NZ_LN868941.1	Absent
NZ_CP016368.1	Absent
NC_011337.1	Absent
NZ_CP015142.1	Absent
NC_020948.1	Absent
NZ_CP010572.1	Absent
NC_023142.1	Absent
NZ_CP006807.1	Absent
NZ_CP013981.1	Absent
NZ_CP014798.1	Absent
NC_014170.1	Absent
NC_021515.1	Absent
NZ_CP014883.1	Absent
NG_047878.1	Absent
NG_050148.1	Absent
NZ_CP017110.1	Absent
NZ_CP007645.1	Absent
NC_007773.1	Absent
NC_010181.1	Absent
NC_005566.1	Absent
NC_014731.1	Absent
NZ_CP010126.1	Absent
NZ_CP011128.1	Absent
NZ_CP014317.1	Absent
NC_007486.1	Absent
NZ_CP015112.1	Absent
NC_015853.1	Absent
NC_003374.1	Absent
NC_014134.1	Absent
NC_019209.1	Absent
NZ_CP005720.1	Absent
NG_050236.1	Absent
NC_017273.1	Absent
NC_022618.1	Absent
NC_004978.1	Absent
NZ_CP015203.1	Absent
NC_016623.1	Absent
NC_020237.1	Absent
NT_187165.1	Absent
NZ_CP016626.1	Absent
NZ_CP011106.1	Absent
NC_001390.1	Absent
NC_020377.1	Absent
NG_049071.1	Absent
NC_004669.1	Absent
NG_047847.1	Absent
NZ_CP014903.1	Absent
NC_022542.1	Absent
NZ_CP009783.1	Absent
NG_048188.1	Absent
NC_020131.1	Absent
NC_018889.1	Absent
NZ_CP018366.1	Absent
NZ_CP013201.1	Absent
NZ_CP004867.1	Absent
NC_014617.1	Absent
NZ_CP007048.1	Absent
NT_167351.1	Absent
NZ_CP012698.1	Absent
NZ_CP007664.1	Absent
NZ_CP007054.1	Absent
NZ_CP010294.1	Absent
NC_006129.1	Absent
NG_052366.1	Absent
NZ_CP004291.1	Absent
NC_002099.1	Absent
NZ_CP017281.1	Absent
NZ_CP004259.1	Absent
NC_019319.1	Absent
NZ_CP012709.1	Absent
NC_007972.2	Absent
NC_016825.1	Absent
NC_011841.1	Absent
NZ_CP016004.1	Absent
NC_002120.1	Absent
NZ_CP014521.1	Absent
NC_008738.1	Absent
NZ_CP014891.1	Absent
NZ_CP015700.1	Absent
NC_019169.1	Absent
NC_019075.1	Absent
NZ_CP009637.1	Absent
NC_015919.1	Absent
NG_048137.1	Absent
NC_014937.1	Absent
NC_010402.1	Absent
NC_012265.1	Absent
NZ_CP015597.1	Absent
NC_006979.1	Absent
NZ_CP004283.1	Absent
NC_002117.1	Absent
NZ_CP013587.1	Absent
NZ_CP014772.1	Absent
NC_009132.1	Absent
NC_015724.1	Absent
NZ_CP013858.1	Absent
NC_021570.1	Absent
NZ_HG813245.1	Absent
NZ_CP007545.1	Absent
NC_004160.1	Absent
NC_013636.1	Absent
NC_007507.1	Absent
NZ_CP004865.1	Absent
NC_024959.1	Absent
NZ_CP016575.1	Absent
NC_020289.1	Absent
NC_004957.1	Absent
NC_021076.1	Absent
NC_006130.1	Absent
NC_012654.1	Absent
NC_013363.1	Absent
NC_017555.1	Absent
NZ_CP018320.1	Absent
NC_005007.1	Absent
NC_012130.1	Absent
NZ_CP012859.1	Absent
NC_002487.1	Absent
NZ_CP017426.1	Absent
NG_050201.1	Absent
NC_002070.1	Absent
NC_007185.1	Absent
NC_025041.1	Absent
NC_002075.1	Absent
NC_005322.1	Absent
NZ_CP015092.1	Absent
NC_024996.1	Absent
NZ_CP004881.1	Absent
NZ_CP014850.1	Absent
NC_010847.2	Absent
NZ_CP018229.1	Absent
NC_001771.1	Absent
NC_002518.1	Absent
NZ_CP010008.1	Absent
NZ_CP005878.1	Absent
NZ_CP012965.1	Absent
NG_047995.1	Absent
NZ_CP015329.1	Absent
NZ_CP004328.1	Absent
NC_020421.1	Absent
NZ_CP012732.1	Absent
NC_016592.1	Absent
NZ_CP018276.1	Absent
NC_012718.1	Absent
NC_007103.1	Absent
NZ_CP013638.1	Absent
NZ_CP015232.1	Absent
NZ_CP014884.1	Absent
NZ_CP006697.1	Absent
NC_011853.1	Absent
NC_014304.1	Absent
NC_006139.1	Absent
NC_023916.1	Absent
NC_012642.1	Absent
NZ_CP014511.1	Absent
NC_022197.1	Absent
NC_006571.1	Absent
NC_015430.1	Absent
NG_050547.1	Absent
NT_187141.1	Absent
NC_004966.1	Absent
NC_008244.1	Absent
NC_012227.1	Absent
NZ_CP019565.1	Absent
NC_019118.1	Absent
NC_015473.1	Absent
NC_014317.1	Absent
NC_002630.1	Absent
NZ_CP007144.1	Absent
NC_000951.1	Absent
NC_006377.1	Absent
NZ_CP014395.1	Absent
NZ_AP014581.1	Absent
NC_003123.1	Absent
NC_021920.1	Absent
NZ_CP016900.1	Absent
NZ_CP013755.1	Absent
NZ_CP010166.1	Absent
NZ_CP005089.1	Absent
NC_016850.1	Absent
NC_022662.1	Absent
NC_011076.1	Absent
NG_047245.1	Absent
NC_017097.1	Absent
NZ_CP012989.1	Absent
NZ_CP012642.1	Absent
NC_013164.1	Absent
NZ_CP009667.1	Absent
NZ_CP012102.1	Absent
NC_007352.1	Absent
NZ_LN824136.1	Absent
NZ_CP010824.1	Absent
NZ_CP016590.1	Absent
NC_016021.1	Absent
NZ_CP016520.1	Absent
NZ_CP005780.1	Absent
NC_017128.1	Absent
NG_048918.1	Absent
NG_048915.1	Absent
NZ_CP011667.1	Absent
NZ_CP012927.1	Absent
NC_019348.1	Absent
NT_187162.1	Absent
NZ_CP017866.1	Absent
NC_019341.1	Absent
NC_017152.1	Absent
NZ_CP013104.1	Absent
NC_017326.1	Absent
NC_017257.1	Absent
NC_010598.1	Absent
NG_048008.1	Absent
NZ_CP004176.1	Absent
NZ_CP004256.1	Absent
NZ_CP010244.1	Absent
NZ_CP007182.1	Absent
NC_017816.1	Absent
NC_018633.1	Absent
NZ_CP011383.1	Absent
NC_010464.1	Absent
NG_048260.1	Absent
NC_013343.1	Absent
NC_012249.1	Absent
NZ_CP014970.1	Absent
NC_013548.1	Absent
NC_014227.1	Absent
NC_010011.1	Absent
NG_048052.1	Absent
NC_013333.1	Absent
NC_011777.1	Absent
NC_021502.1	Absent
NZ_CP019135.1	Absent
NG_047653.1	Absent
NC_020265.1	Absent
NC_022610.1	Absent
NZ_CP012254.1	Absent
NZ_CP010165.1	Absent
NZ_CP005919.1	Absent
NC_010936.1	Absent
NC_006154.1	Absent
NZ_CP010108.1	Absent
NC_013518.1	Absent
NC_011795.1	Absent
NC_020251.1	Absent
NC_011962.1	Absent
NZ_CP004179.1	Absent
NC_010980.1	Absent
NZ_CP007059.1	Absent
NC_018685.1	Absent
NC_017234.1	Absent
NG_047337.1	Absent
NG_047848.1	Absent
NZ_CP004175.1	Absent
NZ_CP012530.1	Absent
NZ_CP015914.1	Absent
NZ_CP015915.1	Absent
NC_018966.1	Absent
NZ_CP008716.1	Absent
NC_016108.1	Absent
NC_017116.1	Absent
NZ_CP016476.1	Absent
NC_012497.1	Absent
NC_012722.1	Absent
NZ_CP011140.1	Absent
NG_048128.1	Absent
NC_019250.1	Absent
NC_015851.1	Absent
NC_023900.1	Absent
NZ_CP012520.1	Absent
NC_014496.1	Absent
NZ_CP014894.1	Absent
NZ_CP012933.1	Absent
NZ_CP015737.1	Absent
NC_025025.1	Absent
NZ_LN890525.1	Absent
NZ_CP005743.1	Absent
NC_007207.1	Absent
NC_013310.1	Absent
NC_005862.1	Absent
NZ_CP010127.1	Absent
NZ_CP012660.1	Absent
NZ_CP013488.1	Absent
NC_004565.1	Absent
NZ_CP012834.1	Absent
NC_011787.1	Absent
NC_015459.1	Absent
NZ_CP016918.1	Absent
NC_004936.1	Absent
NZ_CP018107.1	Absent
NZ_CP005781.1	Absent
NC_011350.1	Absent
NC_002124.1	Absent
NZ_CP010568.1	Absent
NC_008791.1	Absent
NC_010114.1	Absent
NC_010616.1	Absent
NZ_CP005785.1	Absent
NC_005073.1	Absent
NC_008499.1	Absent
NZ_CP009347.1	Absent
NC_023031.1	Absent
NZ_CP012994.1	Absent
NZ_CP018746.1	Absent
NZ_LN831789.1	Absent
NC_013207.1	Absent
NZ_CP016641.1	Absent
NC_007928.1	Absent
NZ_CP004277.1	Absent
NZ_CP009937.1	Absent
NC_015156.1	Absent
NZ_CP019069.1	Absent
NC_019976.1	Absent
NC_013452.1	Absent
NC_007483.1	Absent
NC_004835.1	Absent
NC_019097.1	Absent
NC_005913.1	Absent
NZ_CP009717.1	Absent
NC_009649.1	Absent
NZ_CP013540.1	Absent
NZ_CP009963.1	Absent
NC_010553.1	Absent
NG_050460.1	Absent
NC_023145.1	Absent
NC_002132.1	Absent
NC_014159.1	Absent
NC_014309.1	Absent
NZ_CP017833.1	Absent
NG_050059.1	Absent
NC_015595.1	Absent
NZ_CP018330.1	Absent
NC_008352.1	Absent
NC_016611.1	Absent
NZ_CP017784.1	Absent
NZ_CP016922.1	Absent
NC_017806.1	Absent
NC_004991.1	Absent
NC_009957.1	Absent
NC_015863.1	Absent
NZ_CP019019.1	Absent
NZ_CP011603.1	Absent
NZ_AP012543.1	Absent
NC_019362.1	Absent
NC_013354.1	Absent
NC_014756.1	Absent
NZ_CP011142.1	Absent
NC_009717.1	Absent
NC_017766.1	Absent
NZ_LN774770.1	Absent
NC_015920.1	Absent
NG_049057.1	Absent
NC_017363.1	Absent
NC_013317.1	Absent
NC_021995.1	Absent
NC_002489.3	Absent
NG_047605.1	Absent
NC_013514.1	Absent
NZ_CP007515.1	Absent
NC_019050.1	Absent
NZ_CP017129.1	Absent
NZ_CP009849.1	Absent
NC_017261.1	Absent
NZ_CP013566.1	Absent
NC_002095.1	Absent
NZ_CP012265.1	Absent
NZ_CP011600.1	Absent
NC_019150.1	Absent
NG_048225.1	Absent
NZ_CP018453.1	Absent
NC_017373.1	Absent
NC_011418.1	Absent
NZ_CP013803.1	Absent
NC_018981.1	Absent
NZ_CP004257.1	Absent
NZ_CP015800.1	Absent
NC_019332.1	Absent
NC_010657.1	Absent
NC_020798.1	Absent
NC_022123.1	Absent
NC_020797.1	Absent
NZ_CP012664.1	Absent
NC_012255.1	Absent
NG_048777.1	Absent
NZ_CP011353.1	Absent
NZ_LT009691.1	Absent
NZ_CP008814.1	Absent
NZ_CP015968.1	Absent
NZ_CP008718.1	Absent
NZ_CP013565.1	Absent
NC_003411.1	Absent
NZ_CP014403.1	Absent
NC_011131.1	Absent
NC_020121.1	Absent
NC_002060.1	Absent
NC_022570.1	Absent
NZ_CP016459.1	Absent
NZ_CP015747.1	Absent
NG_052253.1	Absent
NC_014035.1	Absent
NC_021211.1	Absent
NZ_CP009714.1	Absent
NZ_CP013586.1	Absent
NZ_CP013538.1	Absent
NZ_CP011408.1	Absent
NZ_CP015585.1	Absent
NC_009136.1	Absent
NC_010901.1	Absent
NC_009517.1	Absent
NC_004335.1	Absent
NC_022577.1	Absent
NC_012243.1	Absent
NC_022654.1	Absent
NC_009344.1	Absent
NZ_CP019016.1	Absent
NC_010841.1	Absent
NC_020380.1	Absent
NG_048477.1	Absent
NC_010675.1	Absent
NC_014135.1	Absent
NZ_CP004181.1	Absent
NZ_CP015616.1	Absent
NG_048996.1	Absent
NZ_CP010185.1	Absent
NC_006462.1	Absent
NC_016615.1	Absent
NC_014840.1	Absent
NZ_CP007002.1	Absent
NZ_AP017310.1	Absent
NZ_CP018469.1	Absent
NZ_CP008945.1	Absent
NC_014548.1	Absent
NZ_CP012644.1	Absent
NC_019893.1	Absent
NC_003091.1	Absent
NC_019180.1	Absent
NC_015712.1	Absent
NC_011264.1	Absent
NC_018666.1	Absent
NC_001851.2	Absent
NC_017801.1	Absent
NC_012190.1	Absent
NZ_CP010825.1	Absent
NZ_CP014302.1	Absent
NC_011093.1	Absent
NZ_CP014096.1	Absent
NZ_CP014416.1	Absent
NC_004945.1	Absent
NC_011366.1	Absent
NZ_CP012538.1	Absent
NC_015699.1	Absent
NZ_CP004252.1	Absent
NC_010934.1	Absent
NC_014302.1	Absent
NZ_AP014659.1	Absent
NZ_CP017939.1	Absent
NC_001399.1	Absent
NZ_CP012284.1	Absent
NC_001856.1	Absent
NC_021522.1	Absent
NC_008538.1	Absent
NG_048200.1	Absent
NZ_CP013228.1	Absent
NC_005705.1	Absent
NZ_CP014900.1	Absent
NC_010716.1	Absent
NG_048209.1	Absent
NZ_CP018946.1	Absent
NC_021575.1	Absent
NZ_CP005725.1	Absent
NC_016598.1	Absent
NZ_CP004208.1	Absent
NC_022243.1	Absent
NC_018965.1	Absent
NZ_CP011333.1	Absent
NC_010897.1	Absent
NC_002191.1	Absent
NC_013937.1	Absent
NC_023291.1	Absent
NZ_CP009038.1	Absent
NC_011226.1	Absent
NZ_CP008877.1	Absent
NG_047914.1	Absent
NC_015066.1	Absent
NC_020909.1	Absent
NZ_CP013544.1	Absent
NC_017577.1	Absent
NZ_CP014581.1	Absent
NG_050193.1	Absent
NZ_CP017870.1	Absent
NC_002377.1	Absent
NC_019790.1	Absent
NZ_CP004302.1	Absent
NZ_CP006757.1	Absent
NZ_CP005917.1	Absent
NZ_CP009115.1	Absent
NZ_CP005762.1	Absent
NZ_CP014284.1	Absent
NG_048309.1	Absent
NZ_CP004860.1	Absent
NC_012171.1	Absent
NC_021051.1	Absent
NC_015592.1	Absent
NZ_CP007042.1	Absent
NC_002580.1	Absent
NZ_CP009969.1	Absent
NG_049246.1	Absent
NZ_CP009650.1	Absent
NC_016624.1	Absent
NC_005910.1	Absent
NC_009956.1	Absent
NC_025122.1	Absent
NG_047877.1	Absent
NC_017630.1	Absent
NZ_CP011619.1	Absent
NZ_CP016599.1	Absent
NZ_CP014770.1	Absent
NC_025018.1	Absent
NZ_CP010227.1	Absent
NZ_CP017185.1	Absent
NG_048307.1	Absent
NZ_CP015154.1	Absent
NC_006881.1	Absent
NZ_CP015372.1	Absent
NC_011791.1	Absent
NZ_CP008817.1	Absent
NZ_CP014630.1	Absent
NZ_CP004341.1	Absent
NZ_CP012476.1	Absent
NZ_CP009711.1	Absent
NZ_CP012655.1	Absent
NC_009955.1	Absent
NZ_CP013804.1	Absent
NZ_CP005701.1	Absent
NZ_CP010830.1	Absent
NC_014813.1	Absent
NZ_CP008812.1	Absent
NZ_CP018702.1	Absent
NZ_CP013546.1	Absent
NC_002610.1	Absent
NC_010887.1	Absent
NZ_CP018855.1	Absent
NC_025156.1	Absent
NZ_CP014758.1	Absent
NC_017802.1	Absent
NZ_CP014009.1	Absent
NC_010899.1	Absent
NC_010370.1	Absent
NG_050541.1	Absent
NC_014017.1	Absent
NZ_CP018459.1	Absent
NC_006323.1	Absent
NZ_CP009640.1	Absent
NZ_CP013487.1	Absent
NC_016903.1	Absent
NZ_CP019318.1	Absent
NZ_CP011631.1	Absent
NC_019392.1	Absent
NZ_CP007057.1	Absent
